spatial_cell,embedding_row,archetype_name
cell_13.031_77.623,6508,Freight Obstruction Corridors
cell_13.031_77.624,6509,Freight Obstruction Corridors
cell_13.031_77.631,6510,Night Spillovers
cell_13.031_77.636,6511,Night Spillovers
cell_13.031_77.717,6512,Night Spillovers
cell_13.032_77.504,6513,Freight Obstruction Corridors
cell_13.032_77.534,6514,Night Spillovers
cell_13.032_77.535,6515,Night Spillovers
cell_13.032_77.536,6516,Freight Obstruction Corridors
cell_13.032_77.541,6517,Freight Obstruction Corridors
cell_13.032_77.554,6518,Night Spillovers
cell_13.032_77.559,6519,Junction Choke Points
cell_13.032_77.56,6520,Night Spillovers
cell_13.032_77.564,6521,Freight Obstruction Corridors
cell_13.032_77.568,6522,Night Spillovers
cell_13.032_77.57,6523,Night Spillovers
cell_13.032_77.573,6524,Night Spillovers
cell_13.032_77.575,6525,Night Spillovers
cell_13.032_77.577,6526,Night Spillovers
cell_13.032_77.587,6527,Night Spillovers
cell_13.032_77.588,6528,Night Spillovers
cell_13.032_77.59,6529,Night Spillovers
cell_13.032_77.621,6530,Freight Obstruction Corridors
cell_13.032_77.622,6531,Night Spillovers
cell_13.032_77.623,6532,Freight Obstruction Corridors
cell_13.032_77.624,6533,Night Spillovers
cell_13.032_77.629,6534,Mixed Risk Zone
cell_13.032_77.63,6535,Mixed Risk Zone
cell_13.032_77.636,6536,Night Spillovers
cell_13.032_77.637,6537,Freight Obstruction Corridors
cell_13.033_77.513,6538,Night Spillovers
cell_13.033_77.533,6539,Night Spillovers
cell_13.033_77.534,6540,Night Spillovers
cell_13.033_77.535,6541,Night Spillovers
cell_13.033_77.554,6542,Junction Choke Points
cell_13.033_77.555,6543,Night Spillovers
cell_13.033_77.558,6544,Junction Choke Points
cell_13.033_77.559,6545,Junction Choke Points
cell_13.033_77.564,6546,Freight Obstruction Corridors
cell_13.033_77.566,6547,Mixed Risk Zone
cell_13.033_77.569,6548,Mixed Risk Zone
cell_13.033_77.57,6549,Night Spillovers
cell_13.033_77.572,6550,Night Spillovers
cell_13.033_77.573,6551,Freight Obstruction Corridors
cell_13.033_77.575,6552,Night Spillovers
cell_13.033_77.587,6553,Night Spillovers
cell_13.033_77.588,6554,Night Spillovers
cell_13.033_77.589,6555,Night Spillovers
cell_13.033_77.593,6556,Night Spillovers
cell_13.033_77.622,6557,Night Spillovers
cell_13.033_77.624,6558,Night Spillovers
cell_13.033_77.626,6559,Freight Obstruction Corridors
cell_13.033_77.627,6560,Freight Obstruction Corridors
cell_13.033_77.628,6561,Freight Obstruction Corridors
cell_13.033_77.63,6562,Night Spillovers
cell_13.033_77.638,6563,Night Spillovers
cell_13.033_77.733,6564,Night Spillovers
cell_13.034_77.513,6565,Night Spillovers
cell_13.034_77.53,6566,Freight Obstruction Corridors
cell_13.034_77.531,6567,Night Spillovers
cell_13.034_77.534,6568,Freight Obstruction Corridors
cell_13.034_77.555,6569,Night Spillovers
cell_13.034_77.556,6570,Junction Choke Points
cell_13.034_77.557,6571,Freight Obstruction Corridors
cell_13.034_77.558,6572,Junction Choke Points
cell_13.034_77.568,6573,Night Spillovers
cell_13.034_77.569,6574,Night Spillovers
cell_13.034_77.572,6575,Night Spillovers
cell_13.034_77.576,6576,Night Spillovers
cell_13.034_77.588,6577,Night Spillovers
cell_13.034_77.589,6578,Junction Choke Points
cell_13.034_77.622,6579,Night Spillovers
cell_13.034_77.624,6580,Freight Obstruction Corridors
cell_13.034_77.625,6581,Freight Obstruction Corridors
cell_13.034_77.629,6582,Night Spillovers
cell_13.034_77.638,6583,Night Spillovers
cell_13.034_77.731,6584,Night Spillovers
cell_13.034_77.734,6585,Freight Obstruction Corridors
cell_13.034_77.735,6586,Freight Obstruction Corridors
cell_13.035_77.514,6587,Night Spillovers
cell_13.035_77.515,6588,Night Spillovers
cell_13.035_77.516,6589,Night Spillovers
cell_13.035_77.529,6590,Freight Obstruction Corridors
cell_13.035_77.53,6591,Night Spillovers
cell_13.035_77.531,6592,Freight Obstruction Corridors
cell_13.035_77.534,6593,Freight Obstruction Corridors
cell_13.035_77.535,6594,Night Spillovers
cell_13.035_77.557,6595,Night Spillovers
cell_13.035_77.558,6596,Night Spillovers
cell_13.035_77.567,6597,Night Spillovers
cell_13.035_77.568,6598,Night Spillovers
cell_13.035_77.575,6599,Night Spillovers
cell_13.035_77.576,6600,Junction Choke Points
cell_13.035_77.588,6601,Night Spillovers
cell_13.035_77.589,6602,Weekend Event Zones
cell_13.035_77.59,6603,Night Spillovers
cell_13.035_77.604,6604,Night Spillovers
cell_13.035_77.619,6605,Night Spillovers
cell_13.035_77.623,6606,Night Spillovers
cell_13.035_77.624,6607,Night Spillovers
cell_13.035_77.625,6608,Freight Obstruction Corridors
cell_13.035_77.629,6609,Mixed Risk Zone
cell_13.035_77.639,6610,Night Spillovers
cell_13.035_77.731,6611,Freight Obstruction Corridors
cell_13.035_77.734,6612,Freight Obstruction Corridors
cell_13.035_77.735,6613,Freight Obstruction Corridors
cell_13.035_77.736,6614,Night Spillovers
cell_13.036_77.504,6615,Freight Obstruction Corridors
cell_13.036_77.511,6616,Freight Obstruction Corridors
cell_13.036_77.513,6617,Night Spillovers
cell_13.036_77.514,6618,Night Spillovers
cell_13.036_77.515,6619,Night Spillovers
cell_13.036_77.516,6620,Night Spillovers
cell_13.036_77.518,6621,Night Spillovers
cell_13.036_77.519,6622,Junction Choke Points
cell_13.036_77.52,6623,Junction Choke Points
cell_13.036_77.521,6624,Night Spillovers
cell_13.036_77.536,6625,Night Spillovers
cell_13.036_77.558,6626,Mixed Risk Zone
cell_13.036_77.566,6627,Night Spillovers
cell_13.036_77.567,6628,Night Spillovers
cell_13.036_77.57,6629,Night Spillovers
cell_13.036_77.572,6630,Night Spillovers
cell_13.036_77.575,6631,Junction Choke Points
cell_13.036_77.588,6632,Night Spillovers
cell_13.036_77.589,6633,Weekend Event Zones
cell_13.036_77.59,6634,Night Spillovers
cell_13.036_77.614,6635,Night Spillovers
cell_13.036_77.623,6636,Night Spillovers
cell_13.036_77.624,6637,Night Spillovers
cell_13.036_77.625,6638,Freight Obstruction Corridors
cell_13.036_77.626,6639,Freight Obstruction Corridors
cell_13.036_77.628,6640,Night Spillovers
cell_13.036_77.735,6641,Night Spillovers
cell_13.036_77.736,6642,Night Spillovers
cell_13.036_77.737,6643,Freight Obstruction Corridors
cell_13.037_77.504,6644,Night Spillovers
cell_13.037_77.51,6645,Mixed Risk Zone
cell_13.037_77.513,6646,Night Spillovers
cell_13.037_77.521,6647,Night Spillovers
cell_13.037_77.535,6648,Night Spillovers
cell_13.037_77.566,6649,Night Spillovers
cell_13.037_77.572,6650,Night Spillovers
cell_13.037_77.574,6651,Night Spillovers
cell_13.037_77.575,6652,Junction Choke Points
cell_13.037_77.588,6653,Night Spillovers
cell_13.037_77.589,6654,Night Spillovers
cell_13.037_77.59,6655,Night Spillovers
cell_13.037_77.591,6656,Night Spillovers
cell_13.037_77.623,6657,Night Spillovers
cell_13.037_77.624,6658,Night Spillovers
cell_13.037_77.625,6659,Freight Obstruction Corridors
cell_13.037_77.626,6660,Freight Obstruction Corridors
cell_13.037_77.671,6661,Night Spillovers
cell_13.037_77.737,6662,Night Spillovers
cell_13.038_77.505,6663,Freight Obstruction Corridors
cell_13.038_77.514,6664,Night Spillovers
cell_13.038_77.518,6665,Junction Choke Points
cell_13.038_77.52,6666,Junction Choke Points
cell_13.038_77.522,6667,Night Spillovers
cell_13.038_77.535,6668,Night Spillovers
cell_13.038_77.536,6669,Night Spillovers
cell_13.038_77.565,6670,Night Spillovers
cell_13.038_77.566,6671,Night Spillovers
cell_13.038_77.568,6672,Night Spillovers
cell_13.038_77.57,6673,Night Spillovers
cell_13.038_77.574,6674,Night Spillovers
cell_13.038_77.575,6675,Night Spillovers
cell_13.038_77.589,6676,Night Spillovers
cell_13.038_77.59,6677,Night Spillovers
cell_13.038_77.61,6678,Night Spillovers
cell_13.038_77.623,6679,Night Spillovers
cell_13.038_77.624,6680,Freight Obstruction Corridors
cell_13.038_77.625,6681,Night Spillovers
cell_13.038_77.626,6682,Night Spillovers
cell_13.038_77.627,6683,Freight Obstruction Corridors
cell_13.038_77.665,6684,Night Spillovers
cell_13.039_77.514,6685,Night Spillovers
cell_13.039_77.518,6686,Night Spillovers
cell_13.039_77.519,6687,Junction Choke Points
cell_13.039_77.52,6688,Junction Choke Points
cell_13.039_77.521,6689,Mixed Risk Zone
cell_13.039_77.564,6690,Night Spillovers
cell_13.039_77.565,6691,Night Spillovers
cell_13.039_77.566,6692,Night Spillovers
cell_13.039_77.569,6693,Junction Choke Points
cell_13.039_77.574,6694,Night Spillovers
cell_13.039_77.589,6695,Freight Obstruction Corridors
cell_13.039_77.59,6696,Night Spillovers
cell_13.039_77.6,6697,Night Spillovers
cell_13.039_77.624,6698,Night Spillovers
cell_13.039_77.625,6699,Night Spillovers
cell_13.039_77.626,6700,Night Spillovers
cell_13.039_77.641,6701,Mixed Risk Zone
cell_13.03_77.512,6702,Freight Obstruction Corridors
cell_13.03_77.534,6703,Freight Obstruction Corridors
cell_13.03_77.535,6704,Freight Obstruction Corridors
cell_13.03_77.536,6705,Night Spillovers
cell_13.03_77.537,6706,Junction Choke Points
cell_13.03_77.538,6707,Freight Obstruction Corridors
cell_13.03_77.539,6708,Freight Obstruction Corridors
cell_13.03_77.553,6709,Night Spillovers
cell_13.03_77.56,6710,Mixed Risk Zone
cell_13.03_77.561,6711,Mixed Risk Zone
cell_13.03_77.562,6712,Night Spillovers
cell_13.03_77.563,6713,Mixed Risk Zone
cell_13.03_77.57,6714,Night Spillovers
cell_13.03_77.571,6715,Night Spillovers
cell_13.03_77.578,6716,Freight Obstruction Corridors
cell_13.03_77.581,6717,Junction Choke Points
cell_13.03_77.586,6718,Night Spillovers
cell_13.03_77.587,6719,Night Spillovers
cell_13.03_77.621,6720,Night Spillovers
cell_13.041_77.514,6721,Night Spillovers
cell_13.041_77.516,6722,Freight Obstruction Corridors
cell_13.041_77.517,6723,Freight Obstruction Corridors
cell_13.041_77.518,6724,Night Spillovers
cell_13.041_77.519,6725,Night Spillovers
cell_13.041_77.557,6726,Night Spillovers
cell_13.041_77.558,6727,Night Spillovers
cell_13.041_77.569,6728,Night Spillovers
cell_13.041_77.573,6729,Night Spillovers
cell_13.041_77.589,6730,Night Spillovers
cell_13.041_77.59,6731,Night Spillovers
cell_13.041_77.617,6732,Night Spillovers
cell_13.041_77.618,6733,Night Spillovers
cell_13.041_77.619,6734,Night Spillovers
cell_13.041_77.622,6735,Night Spillovers
cell_13.041_77.624,6736,Night Spillovers
cell_13.041_77.641,6737,Night Spillovers
cell_13.042_77.505,6738,Night Spillovers
cell_13.042_77.514,6739,Night Spillovers
cell_13.042_77.515,6740,Night Spillovers
cell_13.042_77.516,6741,Freight Obstruction Corridors
cell_13.042_77.517,6742,Freight Obstruction Corridors
cell_13.042_77.519,6743,Freight Obstruction Corridors
cell_13.042_77.528,6744,Night Spillovers
cell_13.042_77.547,6745,Night Spillovers
cell_13.042_77.557,6746,Night Spillovers
cell_13.042_77.57,6747,Night Spillovers
cell_13.042_77.572,6748,Night Spillovers
cell_13.042_77.575,6749,Night Spillovers
cell_13.042_77.581,6750,Night Spillovers
cell_13.042_77.582,6751,Junction Choke Points
cell_13.042_77.586,6752,Night Spillovers
cell_13.042_77.591,6753,Night Spillovers
cell_13.042_77.594,6754,Mixed Risk Zone
cell_13.042_77.611,6755,Night Spillovers
cell_13.042_77.612,6756,Night Spillovers
cell_13.042_77.613,6757,Junction Choke Points
cell_13.042_77.614,6758,Night Spillovers
cell_13.042_77.625,6759,Night Spillovers
cell_13.043_77.512,6760,Freight Obstruction Corridors
cell_13.043_77.513,6761,Junction Choke Points
cell_13.043_77.514,6762,Night Spillovers
cell_13.043_77.515,6763,Night Spillovers
cell_13.043_77.525,6764,Night Spillovers
cell_13.043_77.551,6765,Night Spillovers
cell_13.043_77.552,6766,Freight Obstruction Corridors
cell_13.043_77.553,6767,Mixed Risk Zone
cell_13.043_77.554,6768,Freight Obstruction Corridors
cell_13.043_77.555,6769,Freight Obstruction Corridors
cell_13.043_77.57,6770,Night Spillovers
cell_13.043_77.582,6771,Night Spillovers
cell_13.043_77.586,6772,Night Spillovers
cell_13.043_77.587,6773,Night Spillovers
cell_13.043_77.589,6774,Night Spillovers
cell_13.043_77.59,6775,Night Spillovers
cell_13.043_77.591,6776,Freight Obstruction Corridors
cell_13.043_77.6,6777,Night Spillovers
cell_13.044_77.509,6778,Night Spillovers
cell_13.044_77.511,6779,Night Spillovers
cell_13.044_77.521,6780,Freight Obstruction Corridors
cell_13.044_77.526,6781,Night Spillovers
cell_13.044_77.553,6782,Night Spillovers
cell_13.044_77.554,6783,Night Spillovers
cell_13.044_77.557,6784,Freight Obstruction Corridors
cell_13.044_77.571,6785,Night Spillovers
cell_13.044_77.584,6786,Night Spillovers
cell_13.044_77.585,6787,Night Spillovers
cell_13.044_77.59,6788,Freight Obstruction Corridors
cell_13.044_77.591,6789,Freight Obstruction Corridors
cell_13.044_77.601,6790,Night Spillovers
cell_13.044_77.602,6791,Night Spillovers
cell_13.044_77.605,6792,Mixed Risk Zone
cell_13.044_77.748,6793,Mixed Risk Zone
cell_13.044_77.749,6794,Night Spillovers
cell_13.044_77.761,6795,Night Spillovers
cell_13.045_77.5,6796,Junction Choke Points
cell_13.045_77.505,6797,Night Spillovers
cell_13.045_77.506,6798,Night Spillovers
cell_13.045_77.507,6799,Night Spillovers
cell_13.045_77.508,6800,Night Spillovers
cell_13.045_77.509,6801,Night Spillovers
cell_13.045_77.522,6802,Night Spillovers
cell_13.045_77.523,6803,Freight Obstruction Corridors
cell_13.045_77.524,6804,Night Spillovers
cell_13.045_77.538,6805,Night Spillovers
cell_13.045_77.548,6806,Mixed Risk Zone
cell_13.045_77.557,6807,Night Spillovers
cell_13.045_77.571,6808,Night Spillovers
cell_13.045_77.591,6809,Freight Obstruction Corridors
cell_13.045_77.601,6810,Junction Choke Points
cell_13.045_77.615,6811,Night Spillovers
cell_13.045_77.627,6812,Mixed Risk Zone
cell_13.045_77.748,6813,Mixed Risk Zone
cell_13.045_77.749,6814,Night Spillovers
cell_13.045_77.75,6815,Night Spillovers
cell_13.046_77.498,6816,Mixed Risk Zone
cell_13.046_77.502,6817,Freight Obstruction Corridors
cell_13.046_77.504,6818,Freight Obstruction Corridors
cell_13.046_77.505,6819,Night Spillovers
cell_13.046_77.506,6820,Night Spillovers
cell_13.046_77.507,6821,Night Spillovers
cell_13.046_77.508,6822,Night Spillovers
cell_13.046_77.522,6823,Freight Obstruction Corridors
cell_13.046_77.523,6824,Freight Obstruction Corridors
cell_13.046_77.54,6825,Night Spillovers
cell_13.046_77.541,6826,Junction Choke Points
cell_13.046_77.542,6827,Night Spillovers
cell_13.046_77.543,6828,Junction Choke Points
cell_13.046_77.548,6829,Mixed Risk Zone
cell_13.046_77.549,6830,Junction Choke Points
cell_13.046_77.55,6831,Freight Obstruction Corridors
cell_13.046_77.552,6832,Night Spillovers
cell_13.046_77.556,6833,Freight Obstruction Corridors
cell_13.046_77.557,6834,Night Spillovers
cell_13.046_77.591,6835,Night Spillovers
cell_13.046_77.601,6836,Junction Choke Points
cell_13.046_77.627,6837,Mixed Risk Zone
cell_13.046_77.628,6838,Night Spillovers
cell_13.046_77.75,6839,Junction Choke Points
cell_13.046_77.751,6840,Night Spillovers
cell_13.047_77.499,6841,Night Spillovers
cell_13.047_77.5,6842,Night Spillovers
cell_13.047_77.501,6843,Night Spillovers
cell_13.047_77.503,6844,Night Spillovers
cell_13.047_77.504,6845,Freight Obstruction Corridors
cell_13.047_77.523,6846,Freight Obstruction Corridors
cell_13.047_77.542,6847,Junction Choke Points
cell_13.047_77.543,6848,Mixed Risk Zone
cell_13.047_77.544,6849,Night Spillovers
cell_13.047_77.569,6850,Freight Obstruction Corridors
cell_13.047_77.57,6851,Night Spillovers
cell_13.047_77.571,6852,Freight Obstruction Corridors
cell_13.047_77.572,6853,Freight Obstruction Corridors
cell_13.047_77.573,6854,Night Spillovers
cell_13.047_77.574,6855,Night Spillovers
cell_13.047_77.575,6856,Freight Obstruction Corridors
cell_13.047_77.576,6857,Junction Choke Points
cell_13.047_77.58,6858,Freight Obstruction Corridors
cell_13.047_77.581,6859,Freight Obstruction Corridors
cell_13.047_77.592,6860,Freight Obstruction Corridors
cell_13.047_77.629,6861,Freight Obstruction Corridors
cell_13.047_77.644,6862,Night Spillovers
cell_13.047_77.75,6863,Night Spillovers
cell_13.047_77.751,6864,Night Spillovers
cell_13.048_77.499,6865,Night Spillovers
cell_13.048_77.501,6866,Night Spillovers
cell_13.048_77.542,6867,Freight Obstruction Corridors
cell_13.048_77.543,6868,Freight Obstruction Corridors
cell_13.048_77.544,6869,Night Spillovers
cell_13.048_77.545,6870,Night Spillovers
cell_13.048_77.548,6871,Junction Choke Points
cell_13.048_77.55,6872,Mixed Risk Zone
cell_13.048_77.555,6873,Freight Obstruction Corridors
cell_13.048_77.571,6874,Freight Obstruction Corridors
cell_13.048_77.572,6875,Night Spillovers
cell_13.048_77.574,6876,Junction Choke Points
cell_13.048_77.575,6877,Junction Choke Points
cell_13.048_77.576,6878,Junction Choke Points
cell_13.048_77.577,6879,Night Spillovers
cell_13.048_77.578,6880,Night Spillovers
cell_13.048_77.579,6881,Freight Obstruction Corridors
cell_13.048_77.592,6882,Night Spillovers
cell_13.048_77.629,6883,Mixed Risk Zone
cell_13.048_77.645,6884,Freight Obstruction Corridors
cell_13.049_77.494,6885,Freight Obstruction Corridors
cell_13.049_77.495,6886,Night Spillovers
cell_13.049_77.496,6887,Night Spillovers
cell_13.049_77.497,6888,Junction Choke Points
cell_13.049_77.498,6889,Night Spillovers
cell_13.049_77.499,6890,Night Spillovers
cell_13.049_77.508,6891,Freight Obstruction Corridors
cell_13.049_77.543,6892,Night Spillovers
cell_13.049_77.544,6893,Night Spillovers
cell_13.049_77.547,6894,Night Spillovers
cell_13.049_77.548,6895,Night Spillovers
cell_13.049_77.55,6896,Night Spillovers
cell_13.049_77.554,6897,Freight Obstruction Corridors
cell_13.049_77.556,6898,Freight Obstruction Corridors
cell_13.049_77.576,6899,Mixed Risk Zone
cell_13.049_77.593,6900,Night Spillovers
cell_13.049_77.594,6901,Night Spillovers
cell_13.049_77.629,6902,Night Spillovers
cell_13.049_77.63,6903,Night Spillovers
cell_13.049_77.646,6904,Night Spillovers
cell_13.04_77.518,6905,Junction Choke Points
cell_13.04_77.519,6906,Junction Choke Points
cell_13.04_77.531,6907,Night Spillovers
cell_13.04_77.566,6908,Night Spillovers
cell_13.04_77.589,6909,Night Spillovers
cell_13.04_77.59,6910,Night Spillovers
cell_13.04_77.591,6911,Night Spillovers
cell_13.04_77.624,6912,Night Spillovers
cell_13.04_77.625,6913,Night Spillovers
cell_13.04_77.642,6914,Freight Obstruction Corridors
cell_13.051_77.486,6915,Freight Obstruction Corridors
cell_13.051_77.489,6916,Night Spillovers
cell_13.051_77.49,6917,Freight Obstruction Corridors
cell_13.051_77.492,6918,Freight Obstruction Corridors
cell_13.051_77.493,6919,Night Spillovers
cell_13.051_77.495,6920,Freight Obstruction Corridors
cell_13.051_77.508,6921,Mixed Risk Zone
cell_13.051_77.515,6922,Freight Obstruction Corridors
cell_13.051_77.525,6923,Night Spillovers
cell_13.051_77.526,6924,Night Spillovers
cell_13.051_77.552,6925,Night Spillovers
cell_13.051_77.553,6926,Night Spillovers
cell_13.051_77.575,6927,Freight Obstruction Corridors
cell_13.051_77.593,6928,Freight Obstruction Corridors
cell_13.051_77.594,6929,Night Spillovers
cell_13.051_77.63,6930,Mixed Risk Zone
cell_13.051_77.631,6931,Mixed Risk Zone
cell_13.052_77.487,6932,Night Spillovers
cell_13.052_77.488,6933,Night Spillovers
cell_13.052_77.489,6934,Freight Obstruction Corridors
cell_13.052_77.49,6935,Night Spillovers
cell_13.052_77.494,6936,Freight Obstruction Corridors
cell_13.052_77.495,6937,Freight Obstruction Corridors
cell_13.052_77.508,6938,Mixed Risk Zone
cell_13.052_77.525,6939,Night Spillovers
cell_13.052_77.551,6940,Night Spillovers
cell_13.052_77.552,6941,Night Spillovers
cell_13.052_77.568,6942,Night Spillovers
cell_13.052_77.575,6943,Freight Obstruction Corridors
cell_13.052_77.585,6944,Night Spillovers
cell_13.052_77.593,6945,Night Spillovers
cell_13.052_77.594,6946,Junction Choke Points
cell_13.052_77.631,6947,Mixed Risk Zone
cell_13.052_77.646,6948,Night Spillovers
cell_13.052_77.761,6949,Night Spillovers
cell_13.052_77.762,6950,Mixed Risk Zone
cell_13.053_77.485,6951,Night Spillovers
cell_13.053_77.486,6952,Night Spillovers
cell_13.053_77.487,6953,Night Spillovers
cell_13.053_77.488,6954,Night Spillovers
cell_13.053_77.489,6955,Night Spillovers
cell_13.053_77.508,6956,Night Spillovers
cell_13.053_77.512,6957,Mixed Risk Zone
cell_13.053_77.551,6958,Freight Obstruction Corridors
cell_13.053_77.575,6959,Freight Obstruction Corridors
cell_13.053_77.622,6960,Night Spillovers
cell_13.053_77.646,6961,Night Spillovers
cell_13.053_77.762,6962,Mixed Risk Zone
cell_13.054_77.48,6963,Night Spillovers
cell_13.054_77.483,6964,Freight Obstruction Corridors
cell_13.054_77.484,6965,Mixed Risk Zone
cell_13.054_77.486,6966,Night Spillovers
cell_13.054_77.492,6967,Freight Obstruction Corridors
cell_13.054_77.507,6968,Freight Obstruction Corridors
cell_13.054_77.508,6969,Night Spillovers
cell_13.054_77.531,6970,Night Spillovers
cell_13.054_77.575,6971,Night Spillovers
cell_13.054_77.576,6972,Night Spillovers
cell_13.054_77.59,6973,Junction Choke Points
cell_13.054_77.591,6974,Freight Obstruction Corridors
cell_13.054_77.592,6975,Junction Choke Points
cell_13.054_77.593,6976,Night Spillovers
cell_13.054_77.621,6977,Night Spillovers
cell_13.054_77.647,6978,Night Spillovers
cell_13.054_77.746,6979,Junction Choke Points
cell_13.054_77.762,6980,Night Spillovers
cell_13.054_77.763,6981,Night Spillovers
cell_13.055_77.481,6982,Night Spillovers
cell_13.055_77.482,6983,Night Spillovers
cell_13.055_77.507,6984,Night Spillovers
cell_13.055_77.508,6985,Night Spillovers
cell_13.055_77.533,6986,Freight Obstruction Corridors
cell_13.055_77.534,6987,Freight Obstruction Corridors
cell_13.055_77.535,6988,Night Spillovers
cell_13.055_77.536,6989,Night Spillovers
cell_13.055_77.537,6990,Night Spillovers
cell_13.055_77.538,6991,Mixed Risk Zone
cell_13.055_77.545,6992,Night Spillovers
cell_13.055_77.576,6993,Mixed Risk Zone
cell_13.055_77.588,6994,Freight Obstruction Corridors
cell_13.055_77.593,6995,Night Spillovers
cell_13.055_77.594,6996,Night Spillovers
cell_13.055_77.632,6997,Mixed Risk Zone
cell_13.055_77.647,6998,Night Spillovers
cell_13.055_77.745,6999,Junction Choke Points
cell_13.055_77.762,7000,Night Spillovers
cell_13.055_77.763,7001,Night Spillovers
cell_13.055_77.764,7002,Night Spillovers
cell_13.055_77.765,7003,Junction Choke Points
cell_13.056_77.476,7004,Night Spillovers
cell_13.056_77.478,7005,Night Spillovers
cell_13.056_77.507,7006,Night Spillovers
cell_13.056_77.508,7007,Night Spillovers
cell_13.056_77.535,7008,Night Spillovers
cell_13.056_77.577,7009,Night Spillovers
cell_13.056_77.58,7010,Night Spillovers
cell_13.056_77.589,7011,Junction Choke Points
cell_13.056_77.593,7012,Night Spillovers
cell_13.056_77.594,7013,Night Spillovers
cell_13.056_77.595,7014,Mixed Risk Zone
cell_13.056_77.632,7015,Night Spillovers
cell_13.056_77.633,7016,Night Spillovers
cell_13.056_77.648,7017,Night Spillovers
cell_13.056_77.652,7018,Mixed Risk Zone
cell_13.057_77.471,7019,Freight Obstruction Corridors
cell_13.057_77.472,7020,Night Spillovers
cell_13.057_77.473,7021,Night Spillovers
cell_13.057_77.474,7022,Night Spillovers
cell_13.057_77.475,7023,Night Spillovers
cell_13.057_77.507,7024,Night Spillovers
cell_13.057_77.546,7025,Freight Obstruction Corridors
cell_13.057_77.547,7026,Junction Choke Points
cell_13.057_77.548,7027,Night Spillovers
cell_13.057_77.551,7028,Night Spillovers
cell_13.057_77.577,7029,Night Spillovers
cell_13.057_77.593,7030,Mixed Risk Zone
cell_13.057_77.594,7031,Night Spillovers
cell_13.057_77.626,7032,Night Spillovers
cell_13.057_77.627,7033,Mixed Risk Zone
cell_13.057_77.633,7034,Night Spillovers
cell_13.057_77.648,7035,Night Spillovers
cell_13.057_77.649,7036,Night Spillovers
cell_13.057_77.65,7037,Night Spillovers
cell_13.057_77.651,7038,Night Spillovers
cell_13.057_77.652,7039,Night Spillovers
cell_13.057_77.745,7040,Junction Choke Points
cell_13.057_77.767,7041,Freight Obstruction Corridors
cell_13.057_77.768,7042,Freight Obstruction Corridors
cell_13.058_77.466,7043,Night Spillovers
cell_13.058_77.467,7044,Night Spillovers
cell_13.058_77.469,7045,Night Spillovers
cell_13.058_77.47,7046,Freight Obstruction Corridors
cell_13.058_77.471,7047,Freight Obstruction Corridors
cell_13.058_77.472,7048,Mixed Risk Zone
cell_13.058_77.475,7049,Night Spillovers
cell_13.058_77.476,7050,Night Spillovers
cell_13.058_77.507,7051,Night Spillovers
cell_13.058_77.534,7052,Night Spillovers
cell_13.058_77.546,7053,Night Spillovers
cell_13.058_77.547,7054,Night Spillovers
cell_13.058_77.559,7055,Mixed Risk Zone
cell_13.058_77.577,7056,Night Spillovers
cell_13.058_77.584,7057,Night Spillovers
cell_13.058_77.586,7058,Night Spillovers
cell_13.058_77.587,7059,Mixed Risk Zone
cell_13.058_77.588,7060,Night Spillovers
cell_13.058_77.59,7061,Night Spillovers
cell_13.058_77.591,7062,Mixed Risk Zone
cell_13.058_77.592,7063,Mixed Risk Zone
cell_13.058_77.593,7064,Night Spillovers
cell_13.058_77.626,7065,Night Spillovers
cell_13.058_77.648,7066,Night Spillovers
cell_13.058_77.649,7067,Night Spillovers
cell_13.059_77.465,7068,Freight Obstruction Corridors
cell_13.059_77.466,7069,Night Spillovers
cell_13.059_77.467,7070,Mixed Risk Zone
cell_13.059_77.507,7071,Night Spillovers
cell_13.059_77.52,7072,Night Spillovers
cell_13.059_77.545,7073,Night Spillovers
cell_13.059_77.546,7074,Night Spillovers
cell_13.059_77.559,7075,Mixed Risk Zone
cell_13.059_77.577,7076,Night Spillovers
cell_13.059_77.58,7077,Night Spillovers
cell_13.059_77.581,7078,Night Spillovers
cell_13.059_77.582,7079,Freight Obstruction Corridors
cell_13.059_77.583,7080,Junction Choke Points
cell_13.059_77.584,7081,Night Spillovers
cell_13.059_77.585,7082,Night Spillovers
cell_13.059_77.587,7083,Night Spillovers
cell_13.059_77.588,7084,Night Spillovers
cell_13.059_77.59,7085,Night Spillovers
cell_13.059_77.591,7086,Mixed Risk Zone
cell_13.059_77.592,7087,Junction Choke Points
cell_13.059_77.593,7088,Junction Choke Points
cell_13.059_77.594,7089,Mixed Risk Zone
cell_13.059_77.599,7090,Junction Choke Points
cell_13.059_77.652,7091,Freight Obstruction Corridors
cell_13.05_77.492,7092,Night Spillovers
cell_13.05_77.493,7093,Night Spillovers
cell_13.05_77.494,7094,Freight Obstruction Corridors
cell_13.05_77.495,7095,Freight Obstruction Corridors
cell_13.05_77.497,7096,Night Spillovers
cell_13.05_77.507,7097,Mixed Risk Zone
cell_13.05_77.508,7098,Night Spillovers
cell_13.05_77.516,7099,Night Spillovers
cell_13.05_77.517,7100,Junction Choke Points
cell_13.05_77.525,7101,Night Spillovers
cell_13.05_77.526,7102,Night Spillovers
cell_13.05_77.553,7103,Night Spillovers
cell_13.05_77.554,7104,Freight Obstruction Corridors
cell_13.05_77.555,7105,Mixed Risk Zone
