spatial_cell,embedding_row,archetype_name
cell_12.942_77.685,2043,Commercial Arteries
cell_12.942_77.696,2044,Commercial Arteries
cell_12.942_77.697,2045,Commercial Arteries
cell_12.942_77.747,2046,Night Spillovers
cell_12.942_77.748,2047,Night Spillovers
cell_12.943_77.494,2048,Night Spillovers
cell_12.943_77.526,2049,Junction Choke Points
cell_12.943_77.527,2050,Junction Choke Points
cell_12.943_77.531,2051,Junction Choke Points
cell_12.943_77.537,2052,Freight Obstruction Corridors
cell_12.943_77.538,2053,Freight Obstruction Corridors
cell_12.943_77.539,2054,Night Spillovers
cell_12.943_77.547,2055,Junction Choke Points
cell_12.943_77.548,2056,Mixed Risk Zone
cell_12.943_77.549,2057,Mixed Risk Zone
cell_12.943_77.558,2058,Night Spillovers
cell_12.943_77.567,2059,Night Spillovers
cell_12.943_77.568,2060,Night Spillovers
cell_12.943_77.57,2061,Night Spillovers
cell_12.943_77.571,2062,Weekend Event Zones
cell_12.943_77.572,2063,Junction Choke Points
cell_12.943_77.573,2064,Junction Choke Points
cell_12.943_77.574,2065,Junction Choke Points
cell_12.943_77.577,2066,Junction Choke Points
cell_12.943_77.58,2067,Junction Choke Points
cell_12.943_77.585,2068,Mixed Risk Zone
cell_12.943_77.586,2069,Night Spillovers
cell_12.943_77.594,2070,Mixed Risk Zone
cell_12.943_77.595,2071,Mixed Risk Zone
cell_12.943_77.597,2072,Junction Choke Points
cell_12.943_77.603,2073,Junction Choke Points
cell_12.943_77.608,2074,Junction Choke Points
cell_12.943_77.622,2075,Night Spillovers
cell_12.943_77.623,2076,Junction Choke Points
cell_12.943_77.624,2077,Night Spillovers
cell_12.943_77.697,2078,Commercial Arteries
cell_12.943_77.698,2079,Commercial Arteries
cell_12.943_77.699,2080,Commercial Arteries
cell_12.943_77.747,2081,Night Spillovers
cell_12.943_77.748,2082,Night Spillovers
cell_12.943_77.749,2083,Night Spillovers
cell_12.943_77.75,2084,Mixed Risk Zone
cell_12.943_77.751,2085,Night Spillovers
cell_12.944_77.495,2086,Night Spillovers
cell_12.944_77.525,2087,Mixed Risk Zone
cell_12.944_77.526,2088,Junction Choke Points
cell_12.944_77.527,2089,Junction Choke Points
cell_12.944_77.529,2090,Freight Obstruction Corridors
cell_12.944_77.53,2091,Junction Choke Points
cell_12.944_77.539,2092,Freight Obstruction Corridors
cell_12.944_77.543,2093,Mixed Risk Zone
cell_12.944_77.568,2094,Night Spillovers
cell_12.944_77.57,2095,Junction Choke Points
cell_12.944_77.571,2096,Weekend Event Zones
cell_12.944_77.572,2097,Junction Choke Points
cell_12.944_77.573,2098,Junction Choke Points
cell_12.944_77.574,2099,Junction Choke Points
cell_12.944_77.575,2100,Junction Choke Points
cell_12.944_77.576,2101,Junction Choke Points
cell_12.944_77.577,2102,Junction Choke Points
cell_12.944_77.58,2103,Junction Choke Points
cell_12.944_77.584,2104,Junction Choke Points
cell_12.944_77.585,2105,Junction Choke Points
cell_12.944_77.586,2106,Night Spillovers
cell_12.944_77.587,2107,Night Spillovers
cell_12.944_77.594,2108,Junction Choke Points
cell_12.944_77.595,2109,Junction Choke Points
cell_12.944_77.597,2110,Junction Choke Points
cell_12.944_77.603,2111,Junction Choke Points
cell_12.944_77.604,2112,Junction Choke Points
cell_12.944_77.607,2113,Junction Choke Points
cell_12.944_77.608,2114,Junction Choke Points
cell_12.944_77.609,2115,Junction Choke Points
cell_12.944_77.612,2116,Junction Choke Points
cell_12.944_77.621,2117,Night Spillovers
cell_12.944_77.624,2118,Night Spillovers
cell_12.944_77.63,2119,Night Spillovers
cell_12.944_77.639,2120,Night Spillovers
cell_12.944_77.68,2121,Commercial Arteries
cell_12.944_77.697,2122,Commercial Arteries
cell_12.944_77.698,2123,Commercial Arteries
cell_12.944_77.699,2124,Commercial Arteries
cell_12.944_77.747,2125,Mixed Risk Zone
cell_12.944_77.748,2126,Junction Choke Points
cell_12.945_77.49,2127,Junction Choke Points
cell_12.945_77.495,2128,Night Spillovers
cell_12.945_77.496,2129,Mixed Risk Zone
cell_12.945_77.527,2130,Junction Choke Points
cell_12.945_77.528,2131,Junction Choke Points
cell_12.945_77.529,2132,Junction Choke Points
cell_12.945_77.53,2133,Junction Choke Points
cell_12.945_77.531,2134,Junction Choke Points
cell_12.945_77.568,2135,Junction Choke Points
cell_12.945_77.57,2136,Junction Choke Points
cell_12.945_77.571,2137,Weekend Event Zones
cell_12.945_77.572,2138,Junction Choke Points
cell_12.945_77.573,2139,Junction Choke Points
cell_12.945_77.574,2140,Junction Choke Points
cell_12.945_77.58,2141,Junction Choke Points
cell_12.945_77.585,2142,Junction Choke Points
cell_12.945_77.586,2143,Junction Choke Points
cell_12.945_77.587,2144,Night Spillovers
cell_12.945_77.588,2145,Freight Obstruction Corridors
cell_12.945_77.594,2146,Junction Choke Points
cell_12.945_77.595,2147,Junction Choke Points
cell_12.945_77.596,2148,Junction Choke Points
cell_12.945_77.597,2149,Junction Choke Points
cell_12.945_77.602,2150,Night Spillovers
cell_12.945_77.603,2151,Junction Choke Points
cell_12.945_77.607,2152,Junction Choke Points
cell_12.945_77.619,2153,Night Spillovers
cell_12.945_77.62,2154,Mixed Risk Zone
cell_12.945_77.63,2155,Junction Choke Points
cell_12.945_77.698,2156,Commercial Arteries
cell_12.945_77.699,2157,Commercial Arteries
cell_12.945_77.753,2158,Freight Obstruction Corridors
cell_12.946_77.487,2159,Night Spillovers
cell_12.946_77.495,2160,Freight Obstruction Corridors
cell_12.946_77.496,2161,Night Spillovers
cell_12.946_77.526,2162,Junction Choke Points
cell_12.946_77.528,2163,Junction Choke Points
cell_12.946_77.529,2164,Junction Choke Points
cell_12.946_77.53,2165,Junction Choke Points
cell_12.946_77.531,2166,Junction Choke Points
cell_12.946_77.566,2167,Junction Choke Points
cell_12.946_77.567,2168,Junction Choke Points
cell_12.946_77.568,2169,Junction Choke Points
cell_12.946_77.569,2170,Junction Choke Points
cell_12.946_77.57,2171,Junction Choke Points
cell_12.946_77.571,2172,Junction Choke Points
cell_12.946_77.572,2173,Junction Choke Points
cell_12.946_77.574,2174,Junction Choke Points
cell_12.946_77.579,2175,Junction Choke Points
cell_12.946_77.58,2176,Junction Choke Points
cell_12.946_77.586,2177,Freight Obstruction Corridors
cell_12.946_77.587,2178,Freight Obstruction Corridors
cell_12.946_77.588,2179,Freight Obstruction Corridors
cell_12.946_77.589,2180,Night Spillovers
cell_12.946_77.595,2181,Junction Choke Points
cell_12.946_77.596,2182,Junction Choke Points
cell_12.946_77.597,2183,Junction Choke Points
cell_12.946_77.602,2184,Junction Choke Points
cell_12.946_77.603,2185,Mixed Risk Zone
cell_12.946_77.607,2186,Junction Choke Points
cell_12.946_77.618,2187,Night Spillovers
cell_12.946_77.619,2188,Night Spillovers
cell_12.946_77.698,2189,Commercial Arteries
cell_12.946_77.699,2190,Commercial Arteries
cell_12.946_77.747,2191,Freight Obstruction Corridors
cell_12.947_77.487,2192,Night Spillovers
cell_12.947_77.524,2193,Junction Choke Points
cell_12.947_77.525,2194,Junction Choke Points
cell_12.947_77.531,2195,Junction Choke Points
cell_12.947_77.532,2196,Junction Choke Points
cell_12.947_77.533,2197,Junction Choke Points
cell_12.947_77.534,2198,Junction Choke Points
cell_12.947_77.539,2199,Night Spillovers
cell_12.947_77.553,2200,Freight Obstruction Corridors
cell_12.947_77.564,2201,Freight Obstruction Corridors
cell_12.947_77.565,2202,Freight Obstruction Corridors
cell_12.947_77.566,2203,Junction Choke Points
cell_12.947_77.568,2204,Junction Choke Points
cell_12.947_77.569,2205,Junction Choke Points
cell_12.947_77.57,2206,Junction Choke Points
cell_12.947_77.572,2207,Junction Choke Points
cell_12.947_77.574,2208,Freight Obstruction Corridors
cell_12.947_77.579,2209,Junction Choke Points
cell_12.947_77.58,2210,Junction Choke Points
cell_12.947_77.588,2211,Night Spillovers
cell_12.947_77.59,2212,Junction Choke Points
cell_12.947_77.591,2213,Junction Choke Points
cell_12.947_77.592,2214,Junction Choke Points
cell_12.947_77.593,2215,Night Spillovers
cell_12.947_77.594,2216,Junction Choke Points
cell_12.947_77.595,2217,Junction Choke Points
cell_12.947_77.598,2218,Freight Obstruction Corridors
cell_12.947_77.602,2219,Junction Choke Points
cell_12.947_77.618,2220,Night Spillovers
cell_12.947_77.628,2221,Night Spillovers
cell_12.947_77.629,2222,Night Spillovers
cell_12.947_77.649,2223,Commercial Arteries
cell_12.947_77.699,2224,Commercial Arteries
cell_12.947_77.746,2225,Freight Obstruction Corridors
cell_12.948_77.506,2226,Junction Choke Points
cell_12.948_77.523,2227,Junction Choke Points
cell_12.948_77.524,2228,Junction Choke Points
cell_12.948_77.533,2229,Night Spillovers
cell_12.948_77.534,2230,Junction Choke Points
cell_12.948_77.535,2231,Night Spillovers
cell_12.948_77.553,2232,Night Spillovers
cell_12.948_77.559,2233,Night Spillovers
cell_12.948_77.564,2234,Night Spillovers
cell_12.948_77.568,2235,Junction Choke Points
cell_12.948_77.572,2236,Junction Choke Points
cell_12.948_77.573,2237,Junction Choke Points
cell_12.948_77.574,2238,Junction Choke Points
cell_12.948_77.575,2239,Junction Choke Points
cell_12.948_77.576,2240,Junction Choke Points
cell_12.948_77.577,2241,Junction Choke Points
cell_12.948_77.579,2242,Junction Choke Points
cell_12.948_77.58,2243,Junction Choke Points
cell_12.948_77.59,2244,Freight Obstruction Corridors
cell_12.948_77.591,2245,Junction Choke Points
cell_12.948_77.593,2246,Junction Choke Points
cell_12.948_77.594,2247,Junction Choke Points
cell_12.948_77.597,2248,Junction Choke Points
cell_12.948_77.598,2249,Junction Choke Points
cell_12.948_77.599,2250,Freight Obstruction Corridors
cell_12.948_77.601,2251,Junction Choke Points
cell_12.948_77.602,2252,Junction Choke Points
cell_12.948_77.603,2253,Junction Choke Points
cell_12.948_77.619,2254,Freight Obstruction Corridors
cell_12.948_77.62,2255,Night Spillovers
cell_12.948_77.622,2256,Mixed Risk Zone
cell_12.948_77.623,2257,Mixed Risk Zone
cell_12.948_77.628,2258,Junction Choke Points
cell_12.948_77.641,2259,Night Spillovers
cell_12.948_77.699,2260,Commercial Arteries
cell_12.948_77.7,2261,Commercial Arteries
cell_12.949_77.488,2262,Night Spillovers
cell_12.949_77.489,2263,Night Spillovers
cell_12.949_77.499,2264,Night Spillovers
cell_12.949_77.5,2265,Night Spillovers
cell_12.949_77.506,2266,Night Spillovers
cell_12.949_77.522,2267,Mixed Risk Zone
cell_12.949_77.523,2268,Night Spillovers
cell_12.949_77.524,2269,Mixed Risk Zone
cell_12.949_77.536,2270,Freight Obstruction Corridors
cell_12.949_77.537,2271,Freight Obstruction Corridors
cell_12.949_77.57,2272,Junction Choke Points
cell_12.949_77.572,2273,Junction Choke Points
cell_12.949_77.575,2274,Junction Choke Points
cell_12.949_77.576,2275,Junction Choke Points
cell_12.949_77.577,2276,Junction Choke Points
cell_12.949_77.578,2277,Junction Choke Points
cell_12.949_77.579,2278,Junction Choke Points
cell_12.949_77.58,2279,Junction Choke Points
cell_12.949_77.593,2280,Junction Choke Points
cell_12.949_77.594,2281,Junction Choke Points
cell_12.949_77.597,2282,Junction Choke Points
cell_12.949_77.598,2283,Junction Choke Points
cell_12.949_77.599,2284,Night Spillovers
cell_12.949_77.601,2285,Junction Choke Points
cell_12.949_77.602,2286,Junction Choke Points
cell_12.949_77.606,2287,Junction Choke Points
cell_12.949_77.62,2288,Night Spillovers
cell_12.949_77.627,2289,Junction Choke Points
cell_12.949_77.628,2290,Junction Choke Points
cell_12.949_77.639,2291,Night Spillovers
cell_12.949_77.689,2292,Night Spillovers
cell_12.949_77.698,2293,Mixed Risk Zone
cell_12.949_77.699,2294,Commercial Arteries
cell_12.949_77.7,2295,Commercial Arteries
cell_12.949_77.745,2296,Freight Obstruction Corridors
cell_12.94_77.493,2297,Night Spillovers
cell_12.94_77.523,2298,Mixed Risk Zone
cell_12.94_77.524,2299,Mixed Risk Zone
cell_12.94_77.525,2300,Night Spillovers
cell_12.94_77.532,2301,Mixed Risk Zone
cell_12.94_77.549,2302,Night Spillovers
cell_12.94_77.558,2303,Night Spillovers
cell_12.94_77.564,2304,Freight Obstruction Corridors
cell_12.94_77.565,2305,Night Spillovers
cell_12.94_77.566,2306,Night Spillovers
cell_12.94_77.567,2307,Night Spillovers
cell_12.94_77.571,2308,Junction Choke Points
cell_12.94_77.572,2309,Night Spillovers
cell_12.94_77.573,2310,Junction Choke Points
cell_12.94_77.574,2311,Junction Choke Points
cell_12.94_77.577,2312,Junction Choke Points
cell_12.94_77.58,2313,Junction Choke Points
cell_12.94_77.581,2314,Junction Choke Points
cell_12.94_77.584,2315,Junction Choke Points
cell_12.94_77.585,2316,Night Spillovers
cell_12.94_77.598,2317,Junction Choke Points
cell_12.94_77.603,2318,Night Spillovers
cell_12.94_77.609,2319,Junction Choke Points
cell_12.94_77.61,2320,Junction Choke Points
cell_12.94_77.614,2321,Junction Choke Points
cell_12.94_77.619,2322,Mixed Risk Zone
cell_12.94_77.62,2323,Freight Obstruction Corridors
cell_12.94_77.621,2324,Night Spillovers
cell_12.94_77.624,2325,Night Spillovers
cell_12.94_77.625,2326,Mixed Risk Zone
cell_12.94_77.626,2327,Night Spillovers
cell_12.94_77.632,2328,Night Spillovers
cell_12.94_77.687,2329,Night Spillovers
cell_12.94_77.69,2330,Commercial Arteries
cell_12.94_77.691,2331,Commercial Arteries
cell_12.94_77.692,2332,Commercial Arteries
cell_12.94_77.693,2333,Commercial Arteries
cell_12.94_77.694,2334,Commercial Arteries
cell_12.94_77.695,2335,Commercial Arteries
cell_12.94_77.696,2336,Weekend Event Zones
cell_12.94_77.697,2337,Commercial Arteries
cell_12.94_77.698,2338,Commercial Arteries
cell_12.94_77.747,2339,Night Spillovers
cell_12.94_77.748,2340,Night Spillovers
cell_12.951_77.484,2341,Night Spillovers
cell_12.951_77.487,2342,Night Spillovers
cell_12.951_77.496,2343,Night Spillovers
cell_12.951_77.521,2344,Junction Choke Points
cell_12.951_77.522,2345,Junction Choke Points
cell_12.951_77.529,2346,Freight Obstruction Corridors
cell_12.951_77.537,2347,Junction Choke Points
cell_12.951_77.538,2348,Junction Choke Points
cell_12.951_77.539,2349,Junction Choke Points
cell_12.951_77.54,2350,Junction Choke Points
cell_12.951_77.541,2351,Junction Choke Points
cell_12.951_77.567,2352,Junction Choke Points
cell_12.951_77.57,2353,Junction Choke Points
cell_12.951_77.572,2354,Freight Obstruction Corridors
cell_12.951_77.574,2355,Junction Choke Points
cell_12.951_77.576,2356,Junction Choke Points
cell_12.951_77.577,2357,Junction Choke Points
cell_12.951_77.578,2358,Junction Choke Points
cell_12.951_77.579,2359,Mixed Risk Zone
cell_12.951_77.58,2360,Junction Choke Points
cell_12.951_77.582,2361,Junction Choke Points
cell_12.951_77.583,2362,Junction Choke Points
cell_12.951_77.59,2363,Junction Choke Points
cell_12.951_77.591,2364,Junction Choke Points
cell_12.951_77.595,2365,Junction Choke Points
cell_12.951_77.596,2366,Mixed Risk Zone
cell_12.951_77.597,2367,Night Spillovers
cell_12.951_77.598,2368,Night Spillovers
cell_12.951_77.599,2369,Junction Choke Points
cell_12.951_77.603,2370,Junction Choke Points
cell_12.951_77.604,2371,Freight Obstruction Corridors
cell_12.951_77.605,2372,Junction Choke Points
cell_12.951_77.606,2373,Mixed Risk Zone
cell_12.951_77.607,2374,Junction Choke Points
cell_12.951_77.608,2375,Junction Choke Points
cell_12.951_77.621,2376,Night Spillovers
cell_12.951_77.623,2377,Mixed Risk Zone
cell_12.951_77.625,2378,Night Spillovers
cell_12.951_77.64,2379,Night Spillovers
cell_12.951_77.69,2380,Commercial Arteries
cell_12.951_77.699,2381,Night Spillovers
cell_12.951_77.7,2382,Commercial Arteries
cell_12.951_77.716,2383,Night Spillovers
cell_12.951_77.717,2384,Junction Choke Points
cell_12.951_77.718,2385,Junction Choke Points
cell_12.951_77.745,2386,Freight Obstruction Corridors
cell_12.952_77.477,2387,Mixed Risk Zone
cell_12.952_77.478,2388,Night Spillovers
cell_12.952_77.482,2389,Night Spillovers
cell_12.952_77.497,2390,Night Spillovers
cell_12.952_77.499,2391,Night Spillovers
cell_12.952_77.5,2392,Night Spillovers
cell_12.952_77.52,2393,Mixed Risk Zone
cell_12.952_77.521,2394,Freight Obstruction Corridors
cell_12.952_77.529,2395,Freight Obstruction Corridors
cell_12.952_77.537,2396,Junction Choke Points
cell_12.952_77.54,2397,Junction Choke Points
cell_12.952_77.541,2398,Junction Choke Points
cell_12.952_77.542,2399,Junction Choke Points
cell_12.952_77.544,2400,Junction Choke Points
cell_12.952_77.545,2401,Junction Choke Points
cell_12.952_77.57,2402,Junction Choke Points
cell_12.952_77.572,2403,Junction Choke Points
cell_12.952_77.576,2404,Junction Choke Points
cell_12.952_77.577,2405,Junction Choke Points
cell_12.952_77.579,2406,Junction Choke Points
cell_12.952_77.58,2407,Junction Choke Points
cell_12.952_77.583,2408,Commercial Arteries
cell_12.952_77.589,2409,Junction Choke Points
cell_12.952_77.59,2410,Junction Choke Points
cell_12.952_77.591,2411,Junction Choke Points
cell_12.952_77.594,2412,Junction Choke Points
cell_12.952_77.595,2413,Junction Choke Points
cell_12.952_77.596,2414,Junction Choke Points
cell_12.952_77.597,2415,Junction Choke Points
cell_12.952_77.598,2416,Junction Choke Points
cell_12.952_77.604,2417,Freight Obstruction Corridors
cell_12.952_77.605,2418,Mixed Risk Zone
cell_12.952_77.606,2419,Junction Choke Points
cell_12.952_77.607,2420,Junction Choke Points
cell_12.952_77.608,2421,Junction Choke Points
cell_12.952_77.609,2422,Mixed Risk Zone
cell_12.952_77.61,2423,Night Spillovers
cell_12.952_77.611,2424,Mixed Risk Zone
cell_12.952_77.612,2425,Night Spillovers
cell_12.952_77.62,2426,Night Spillovers
cell_12.952_77.621,2427,Night Spillovers
cell_12.952_77.623,2428,Freight Obstruction Corridors
cell_12.952_77.64,2429,Night Spillovers
cell_12.952_77.652,2430,Night Spillovers
cell_12.952_77.7,2431,Commercial Arteries
cell_12.952_77.715,2432,Night Spillovers
cell_12.952_77.716,2433,Night Spillovers
cell_12.952_77.717,2434,Junction Choke Points
cell_12.952_77.718,2435,Junction Choke Points
cell_12.952_77.745,2436,Freight Obstruction Corridors
cell_12.953_77.5,2437,Night Spillovers
cell_12.953_77.52,2438,Night Spillovers
cell_12.953_77.521,2439,Freight Obstruction Corridors
cell_12.953_77.537,2440,Junction Choke Points
cell_12.953_77.538,2441,Night Spillovers
cell_12.953_77.541,2442,Junction Choke Points
cell_12.953_77.542,2443,Junction Choke Points
cell_12.953_77.543,2444,Junction Choke Points
cell_12.953_77.544,2445,Junction Choke Points
cell_12.953_77.57,2446,Junction Choke Points
cell_12.953_77.571,2447,Junction Choke Points
cell_12.953_77.572,2448,Junction Choke Points
cell_12.953_77.573,2449,Junction Choke Points
cell_12.953_77.574,2450,Junction Choke Points
cell_12.953_77.576,2451,Freight Obstruction Corridors
cell_12.953_77.583,2452,Junction Choke Points
cell_12.953_77.584,2453,Junction Choke Points
