spatial_cell,organic_cluster_id,archetype_id,archetype_name,lifecycle_state
cell_12.982_77.596,959,0,Junction Choke Points,Stable
cell_12.982_77.597,-1,2,Commercial Arteries,Stable
cell_12.982_77.598,-1,2,Commercial Arteries,Emerging
cell_12.982_77.599,-1,3,Weekend Event Zones,Stable
cell_12.982_77.6,-1,2,Commercial Arteries,Emerging
cell_12.982_77.601,-1,2,Commercial Arteries,Stable
cell_12.982_77.602,1023,2,Commercial Arteries,Stable
cell_12.982_77.603,-1,2,Commercial Arteries,Stable
cell_12.982_77.604,1178,2,Commercial Arteries,Emerging
cell_12.982_77.605,-1,2,Commercial Arteries,Stable
cell_12.982_77.606,-1,3,Weekend Event Zones,Stable
cell_12.982_77.607,-1,3,Weekend Event Zones,Emerging
cell_12.982_77.608,1765,3,Weekend Event Zones,Stable
cell_12.982_77.609,1483,3,Weekend Event Zones,Stable
cell_12.982_77.61,-1,3,Weekend Event Zones,Stable
cell_12.982_77.611,1771,3,Weekend Event Zones,Stable
cell_12.982_77.612,1530,3,Weekend Event Zones,Stable
cell_12.982_77.613,-1,2,Commercial Arteries,Stable
cell_12.982_77.614,-1,2,Commercial Arteries,Stable
cell_12.982_77.623,-1,1,Night Spillovers,Stable
cell_12.982_77.624,-1,1,Night Spillovers,Stable
cell_12.982_77.625,-1,1,Night Spillovers,Stable
cell_12.982_77.627,-1,4,Freight Obstruction Corridors,Stable
cell_12.982_77.628,1012,1,Night Spillovers,Stable
cell_12.982_77.629,1012,4,Freight Obstruction Corridors,Stable
cell_12.982_77.63,1008,4,Freight Obstruction Corridors,Stable
cell_12.982_77.631,-1,1,Night Spillovers,Stable
cell_12.982_77.634,-1,1,Night Spillovers,Stable
cell_12.982_77.638,-1,0,Junction Choke Points,Stable
cell_12.982_77.639,-1,4,Freight Obstruction Corridors,Stable
cell_12.982_77.64,-1,1,Night Spillovers,Stable
cell_12.982_77.641,611,4,Freight Obstruction Corridors,Stable
cell_12.982_77.646,564,1,Night Spillovers,Stable
cell_12.982_77.693,-1,0,Junction Choke Points,Stable
cell_12.982_77.696,-1,1,Night Spillovers,Stable
cell_12.982_77.708,-1,1,Night Spillovers,Stable
cell_12.982_77.709,-1,1,Night Spillovers,Stable
cell_12.982_77.716,-1,1,Night Spillovers,Stable
cell_12.982_77.72,183,1,Night Spillovers,Stable
cell_12.982_77.752,209,1,Night Spillovers,Stable
cell_12.983_77.52,-1,1,Night Spillovers,Stable
cell_12.983_77.53,1013,5,Mixed Risk Zone,Stable
cell_12.983_77.531,1013,1,Night Spillovers,Stable
cell_12.983_77.537,-1,4,Freight Obstruction Corridors,Stable
cell_12.983_77.549,1433,0,Junction Choke Points,Stable
cell_12.983_77.55,-1,0,Junction Choke Points,Stable
cell_12.983_77.554,-1,1,Night Spillovers,Stable
cell_12.983_77.559,-1,0,Junction Choke Points,Stable
cell_12.983_77.56,-1,0,Junction Choke Points,Growing
cell_12.983_77.561,1173,0,Junction Choke Points,Stable
cell_12.983_77.562,1173,0,Junction Choke Points,Stable
cell_12.983_77.563,1173,0,Junction Choke Points,Growing
cell_12.983_77.564,1173,0,Junction Choke Points,Stable
cell_12.983_77.568,716,1,Night Spillovers,Declining
cell_12.983_77.571,-1,0,Junction Choke Points,Stable
cell_12.983_77.573,-1,0,Junction Choke Points,Stable
cell_12.983_77.574,-1,0,Junction Choke Points,Stable
cell_12.983_77.575,-1,0,Junction Choke Points,Stable
cell_12.983_77.576,-1,0,Junction Choke Points,Emerging
cell_12.983_77.577,1367,0,Junction Choke Points,Growing
cell_12.983_77.578,-1,0,Junction Choke Points,Stable
cell_12.983_77.586,-1,0,Junction Choke Points,Stable
cell_12.983_77.587,952,0,Junction Choke Points,Stable
cell_12.983_77.588,952,0,Junction Choke Points,Growing
cell_12.983_77.589,952,0,Junction Choke Points,Stable
cell_12.983_77.592,-1,0,Junction Choke Points,Stable
cell_12.983_77.593,-1,0,Junction Choke Points,Stable
cell_12.983_77.594,-1,0,Junction Choke Points,Stable
cell_12.983_77.595,959,0,Junction Choke Points,Stable
cell_12.983_77.596,959,0,Junction Choke Points,Stable
cell_12.983_77.597,-1,0,Junction Choke Points,Stable
cell_12.983_77.598,-1,2,Commercial Arteries,Stable
cell_12.983_77.599,-1,2,Commercial Arteries,Stable
cell_12.983_77.6,-1,2,Commercial Arteries,Stable
cell_12.983_77.601,1023,2,Commercial Arteries,Stable
cell_12.983_77.602,1023,2,Commercial Arteries,Stable
cell_12.983_77.603,1311,2,Commercial Arteries,Stable
cell_12.983_77.604,-1,2,Commercial Arteries,Stable
cell_12.983_77.606,1466,2,Commercial Arteries,Stable
cell_12.983_77.607,1506,3,Weekend Event Zones,Growing
cell_12.983_77.608,1408,2,Commercial Arteries,Emerging
cell_12.983_77.609,-1,2,Commercial Arteries,Stable
cell_12.983_77.61,1739,2,Commercial Arteries,Emerging
cell_12.983_77.611,-1,3,Weekend Event Zones,Growing
cell_12.983_77.612,1534,2,Commercial Arteries,Stable
cell_12.983_77.613,1530,2,Commercial Arteries,Stable
cell_12.983_77.614,-1,1,Night Spillovers,Stable
cell_12.983_77.615,-1,4,Freight Obstruction Corridors,Stable
cell_12.983_77.616,-1,1,Night Spillovers,Stable
cell_12.983_77.617,-1,1,Night Spillovers,Stable
cell_12.983_77.625,-1,4,Freight Obstruction Corridors,Stable
cell_12.983_77.64,584,1,Night Spillovers,Stable
cell_12.983_77.641,-1,1,Night Spillovers,Stable
cell_12.983_77.68,71,1,Night Spillovers,Stable
cell_12.983_77.708,276,0,Junction Choke Points,Stable
cell_12.983_77.709,276,4,Freight Obstruction Corridors,Stable
cell_12.983_77.729,-1,1,Night Spillovers,Stable
cell_12.983_77.752,209,0,Junction Choke Points,Stable
cell_12.983_77.768,-1,1,Night Spillovers,Stable
cell_12.983_77.769,-1,5,Mixed Risk Zone,Stable
cell_12.983_77.772,-1,5,Mixed Risk Zone,Stable
cell_12.984_77.526,-1,5,Mixed Risk Zone,Stable
cell_12.984_77.528,1013,1,Night Spillovers,Stable
cell_12.984_77.529,1013,1,Night Spillovers,Stable
cell_12.984_77.53,1013,4,Freight Obstruction Corridors,Stable
cell_12.984_77.537,-1,0,Junction Choke Points,Stable
cell_12.984_77.548,1385,0,Junction Choke Points,Stable
cell_12.984_77.549,1403,0,Junction Choke Points,Stable
cell_12.984_77.554,1417,0,Junction Choke Points,Emerging
cell_12.984_77.555,-1,0,Junction Choke Points,Stable
cell_12.984_77.557,-1,0,Junction Choke Points,Stable
cell_12.984_77.558,-1,0,Junction Choke Points,Stable
cell_12.984_77.559,1182,0,Junction Choke Points,Stable
cell_12.984_77.56,1182,0,Junction Choke Points,Stable
cell_12.984_77.561,-1,4,Freight Obstruction Corridors,Stable
cell_12.984_77.568,716,4,Freight Obstruction Corridors,Stable
cell_12.984_77.572,-1,0,Junction Choke Points,Stable
cell_12.984_77.574,-1,5,Mixed Risk Zone,Stable
cell_12.984_77.577,-1,0,Junction Choke Points,Emerging
cell_12.984_77.578,1435,0,Junction Choke Points,Stable
cell_12.984_77.579,-1,0,Junction Choke Points,Growing
cell_12.984_77.58,-1,0,Junction Choke Points,Growing
cell_12.984_77.581,-1,0,Junction Choke Points,Stable
cell_12.984_77.582,1201,0,Junction Choke Points,Stable
cell_12.984_77.583,1201,0,Junction Choke Points,Stable
cell_12.984_77.585,-1,0,Junction Choke Points,Stable
cell_12.984_77.586,-1,0,Junction Choke Points,Stable
cell_12.984_77.587,927,4,Freight Obstruction Corridors,Stable
cell_12.984_77.59,-1,0,Junction Choke Points,Stable
cell_12.984_77.593,-1,0,Junction Choke Points,Stable
cell_12.984_77.594,896,0,Junction Choke Points,Stable
cell_12.984_77.598,-1,2,Commercial Arteries,Stable
cell_12.984_77.599,-1,2,Commercial Arteries,Stable
cell_12.984_77.6,-1,2,Commercial Arteries,Stable
cell_12.984_77.601,-1,2,Commercial Arteries,Stable
cell_12.984_77.602,1454,2,Commercial Arteries,Emerging
cell_12.984_77.603,1453,3,Weekend Event Zones,Stable
cell_12.984_77.604,1453,3,Weekend Event Zones,Stable
cell_12.984_77.605,1327,3,Weekend Event Zones,Emerging
cell_12.984_77.606,-1,2,Commercial Arteries,Stable
cell_12.984_77.607,-1,2,Commercial Arteries,Stable
cell_12.984_77.608,-1,2,Commercial Arteries,Stable
cell_12.984_77.609,-1,2,Commercial Arteries,Stable
cell_12.984_77.61,-1,2,Commercial Arteries,Stable
cell_12.984_77.611,-1,2,Commercial Arteries,Stable
cell_12.984_77.612,-1,2,Commercial Arteries,Stable
cell_12.984_77.614,-1,1,Night Spillovers,Declining
cell_12.984_77.617,-1,1,Night Spillovers,Stable
cell_12.984_77.64,584,1,Night Spillovers,Stable
cell_12.984_77.641,584,1,Night Spillovers,Stable
cell_12.984_77.645,-1,1,Night Spillovers,Stable
cell_12.984_77.649,-1,4,Freight Obstruction Corridors,Stable
cell_12.984_77.679,71,1,Night Spillovers,Stable
cell_12.984_77.68,71,1,Night Spillovers,Stable
cell_12.984_77.692,-1,1,Night Spillovers,Stable
cell_12.984_77.708,276,1,Night Spillovers,Stable
cell_12.984_77.709,-1,1,Night Spillovers,Stable
cell_12.984_77.728,-1,1,Night Spillovers,Stable
cell_12.984_77.729,-1,1,Night Spillovers,Stable
cell_12.984_77.751,209,1,Night Spillovers,Stable
cell_12.984_77.752,209,4,Freight Obstruction Corridors,Growing
cell_12.984_77.753,209,1,Night Spillovers,Stable
cell_12.984_77.768,-1,1,Night Spillovers,Stable
cell_12.985_77.48,100,0,Junction Choke Points,Growing
cell_12.985_77.481,100,1,Night Spillovers,Stable
cell_12.985_77.483,-1,1,Night Spillovers,Stable
cell_12.985_77.485,-1,1,Night Spillovers,Stable
cell_12.985_77.524,-1,1,Night Spillovers,Stable
cell_12.985_77.525,-1,1,Night Spillovers,Stable
cell_12.985_77.526,1013,1,Night Spillovers,Stable
cell_12.985_77.527,1013,1,Night Spillovers,Stable
cell_12.985_77.528,1013,1,Night Spillovers,Stable
cell_12.985_77.537,-1,0,Junction Choke Points,Stable
cell_12.985_77.545,-1,0,Junction Choke Points,Stable
cell_12.985_77.546,-1,0,Junction Choke Points,Stable
cell_12.985_77.547,-1,0,Junction Choke Points,Stable
cell_12.985_77.548,1385,0,Junction Choke Points,Stable
cell_12.985_77.549,-1,0,Junction Choke Points,Stable
cell_12.985_77.55,-1,1,Night Spillovers,Stable
cell_12.985_77.552,-1,0,Junction Choke Points,Stable
cell_12.985_77.553,1417,0,Junction Choke Points,Emerging
cell_12.985_77.554,1417,0,Junction Choke Points,Emerging
cell_12.985_77.555,-1,0,Junction Choke Points,Growing
cell_12.985_77.556,1402,0,Junction Choke Points,Emerging
cell_12.985_77.557,1397,0,Junction Choke Points,Stable
cell_12.985_77.558,-1,0,Junction Choke Points,Stable
cell_12.985_77.56,1182,0,Junction Choke Points,Stable
cell_12.985_77.567,716,1,Night Spillovers,Stable
cell_12.985_77.568,716,1,Night Spillovers,Stable
cell_12.985_77.571,-1,1,Night Spillovers,Stable
cell_12.985_77.572,1036,1,Night Spillovers,Stable
cell_12.985_77.573,1036,1,Night Spillovers,Stable
cell_12.985_77.574,1036,0,Junction Choke Points,Stable
cell_12.985_77.575,1036,1,Night Spillovers,Stable
cell_12.985_77.578,-1,0,Junction Choke Points,Stable
cell_12.985_77.579,-1,0,Junction Choke Points,Stable
cell_12.985_77.58,-1,0,Junction Choke Points,Stable
cell_12.985_77.581,-1,0,Junction Choke Points,Stable
cell_12.985_77.582,1201,0,Junction Choke Points,Stable
cell_12.985_77.583,1201,0,Junction Choke Points,Stable
cell_12.985_77.588,927,0,Junction Choke Points,Stable
cell_12.985_77.594,896,0,Junction Choke Points,Growing
cell_12.985_77.595,896,0,Junction Choke Points,Stable
cell_12.985_77.597,-1,0,Junction Choke Points,Stable
cell_12.985_77.598,-1,0,Junction Choke Points,Stable
cell_12.985_77.6,-1,2,Commercial Arteries,Stable
cell_12.985_77.601,-1,2,Commercial Arteries,Stable
cell_12.985_77.602,1255,2,Commercial Arteries,Stable
cell_12.985_77.603,-1,2,Commercial Arteries,Stable
cell_12.985_77.604,-1,2,Commercial Arteries,Stable
cell_12.985_77.605,1327,2,Commercial Arteries,Stable
cell_12.985_77.606,1260,2,Commercial Arteries,Stable
cell_12.985_77.607,1079,2,Commercial Arteries,Growing
cell_12.985_77.608,1079,2,Commercial Arteries,Stable
cell_12.985_77.61,-1,2,Commercial Arteries,Stable
cell_12.985_77.612,-1,5,Mixed Risk Zone,Stable
cell_12.985_77.614,-1,1,Night Spillovers,Stable
cell_12.985_77.615,-1,0,Junction Choke Points,Stable
cell_12.985_77.616,-1,1,Night Spillovers,Stable
cell_12.985_77.642,-1,1,Night Spillovers,Stable
cell_12.985_77.645,535,1,Night Spillovers,Stable
cell_12.985_77.646,535,4,Freight Obstruction Corridors,Stable
cell_12.985_77.648,535,1,Night Spillovers,Stable
cell_12.985_77.667,-1,1,Night Spillovers,Stable
cell_12.985_77.668,-1,1,Night Spillovers,Stable
cell_12.985_77.679,71,5,Mixed Risk Zone,Stable
cell_12.985_77.708,275,1,Night Spillovers,Stable
cell_12.985_77.709,275,1,Night Spillovers,Stable
cell_12.985_77.728,-1,1,Night Spillovers,Stable
cell_12.985_77.729,-1,0,Junction Choke Points,Stable
cell_12.985_77.733,-1,1,Night Spillovers,Stable
cell_12.985_77.734,194,1,Night Spillovers,Stable
cell_12.985_77.745,189,0,Junction Choke Points,Stable
cell_12.985_77.746,189,0,Junction Choke Points,Stable
cell_12.985_77.749,-1,5,Mixed Risk Zone,Stable
cell_12.985_77.75,-1,1,Night Spillovers,Stable
cell_12.985_77.751,209,1,Night Spillovers,Stable
cell_12.985_77.752,209,1,Night Spillovers,Stable
cell_12.986_77.477,-1,1,Night Spillovers,Stable
cell_12.986_77.478,100,5,Mixed Risk Zone,Stable
cell_12.986_77.479,100,1,Night Spillovers,Stable
cell_12.986_77.48,100,5,Mixed Risk Zone,Stable
cell_12.986_77.486,98,4,Freight Obstruction Corridors,Stable
cell_12.986_77.487,98,1,Night Spillovers,Stable
cell_12.986_77.488,98,1,Night Spillovers,Stable
cell_12.986_77.519,-1,1,Night Spillovers,Stable
cell_12.986_77.523,-1,1,Night Spillovers,Stable
cell_12.986_77.526,1013,1,Night Spillovers,Stable
cell_12.986_77.527,1013,1,Night Spillovers,Stable
cell_12.986_77.537,1058,0,Junction Choke Points,Stable
cell_12.986_77.538,-1,0,Junction Choke Points,Stable
cell_12.986_77.542,-1,4,Freight Obstruction Corridors,Stable
cell_12.986_77.543,-1,1,Night Spillovers,Stable
cell_12.986_77.549,1404,0,Junction Choke Points,Emerging
cell_12.986_77.55,-1,0,Junction Choke Points,Stable
cell_12.986_77.551,-1,0,Junction Choke Points,Emerging
cell_12.986_77.552,-1,0,Junction Choke Points,Stable
cell_12.986_77.553,1417,0,Junction Choke Points,Stable
cell_12.986_77.554,1416,0,Junction Choke Points,Stable
cell_12.986_77.555,-1,0,Junction Choke Points,Stable
cell_12.986_77.556,1419,0,Junction Choke Points,Emerging
cell_12.986_77.558,-1,0,Junction Choke Points,Stable
cell_12.986_77.56,1182,0,Junction Choke Points,Stable
cell_12.986_77.568,716,1,Night Spillovers,Stable
cell_12.986_77.569,716,4,Freight Obstruction Corridors,Stable
cell_12.986_77.572,-1,1,Night Spillovers,Stable
cell_12.986_77.574,1036,1,Night Spillovers,Stable
cell_12.986_77.575,1036,0,Junction Choke Points,Stable
cell_12.986_77.58,1119,0,Junction Choke Points,Stable
cell_12.986_77.581,1119,0,Junction Choke Points,Stable
cell_12.986_77.588,927,0,Junction Choke Points,Growing
cell_12.986_77.589,927,0,Junction Choke Points,Stable
cell_12.986_77.59,927,0,Junction Choke Points,Stable
cell_12.986_77.592,-1,0,Junction Choke Points,Stable
cell_12.986_77.593,896,0,Junction Choke Points,Stable
cell_12.986_77.594,896,0,Junction Choke Points,Growing
cell_12.986_77.595,896,0,Junction Choke Points,Stable
cell_12.986_77.598,-1,2,Commercial Arteries,Stable
cell_12.986_77.599,-1,2,Commercial Arteries,Stable
cell_12.986_77.602,-1,2,Commercial Arteries,Stable
cell_12.986_77.604,-1,2,Commercial Arteries,Stable
cell_12.986_77.605,1222,2,Commercial Arteries,Emerging
cell_12.986_77.606,-1,2,Commercial Arteries,Growing
cell_12.986_77.607,1079,2,Commercial Arteries,Stable
cell_12.986_77.608,-1,2,Commercial Arteries,Stable
cell_12.986_77.612,-1,1,Night Spillovers,Stable
cell_12.986_77.616,-1,1,Night Spillovers,Stable
cell_12.986_77.617,-1,1,Night Spillovers,Stable
cell_12.986_77.619,-1,1,Night Spillovers,Stable
cell_12.986_77.644,535,4,Freight Obstruction Corridors,Stable
cell_12.986_77.645,535,1,Night Spillovers,Stable
cell_12.986_77.646,535,1,Night Spillovers,Stable
cell_12.986_77.648,535,5,Mixed Risk Zone,Stable
cell_12.986_77.672,-1,1,Night Spillovers,Stable
cell_12.986_77.708,275,1,Night Spillovers,Growing
cell_12.986_77.709,-1,1,Night Spillovers,Stable
cell_12.986_77.729,-1,1,Night Spillovers,Stable
cell_12.986_77.731,-1,1,Night Spillovers,Stable
cell_12.986_77.733,194,1,Night Spillovers,Stable
cell_12.986_77.734,194,1,Night Spillovers,Stable
cell_12.986_77.735,-1,1,Night Spillovers,Stable
cell_12.986_77.745,189,0,Junction Choke Points,Stable
cell_12.986_77.746,189,0,Junction Choke Points,Stable
cell_12.987_77.475,99,1,Night Spillovers,Stable
cell_12.987_77.476,99,1,Night Spillovers,Stable
cell_12.987_77.477,99,1,Night Spillovers,Stable
cell_12.987_77.491,-1,1,Night Spillovers,Stable
cell_12.987_77.493,-1,1,Night Spillovers,Stable
cell_12.987_77.519,287,1,Night Spillovers,Declining
cell_12.987_77.52,288,5,Mixed Risk Zone,Stable
cell_12.987_77.521,288,1,Night Spillovers,Stable
cell_12.987_77.537,1058,0,Junction Choke Points,Emerging
cell_12.987_77.538,1058,0,Junction Choke Points,Stable
cell_12.987_77.539,-1,0,Junction Choke Points,Stable
cell_12.987_77.54,-1,1,Night Spillovers,Stable
cell_12.987_77.549,1442,0,Junction Choke Points,Emerging
cell_12.987_77.55,1443,0,Junction Choke Points,Stable
cell_12.987_77.551,-1,0,Junction Choke Points,Stable
cell_12.987_77.552,1374,0,Junction Choke Points,Stable
cell_12.987_77.554,1416,0,Junction Choke Points,Growing
cell_12.987_77.555,1396,0,Junction Choke Points,Emerging
cell_12.987_77.556,1418,0,Junction Choke Points,Stable
cell_12.987_77.559,-1,0,Junction Choke Points,Stable
cell_12.987_77.56,1181,0,Junction Choke Points,Emerging
cell_12.987_77.568,716,1,Night Spillovers,Stable
cell_12.987_77.572,-1,1,Night Spillovers,Stable
cell_12.987_77.573,1146,1,Night Spillovers,Stable
cell_12.987_77.574,1036,0,Junction Choke Points,Stable
cell_12.987_77.575,1036,1,Night Spillovers,Declining
cell_12.987_77.578,1118,0,Junction Choke Points,Stable
cell_12.987_77.579,1118,0,Junction Choke Points,Stable
cell_12.987_77.58,1119,0,Junction Choke Points,Emerging
cell_12.987_77.581,1119,0,Junction Choke Points,Stable
cell_12.987_77.583,746,0,Junction Choke Points,Stable
cell_12.987_77.589,927,4,Freight Obstruction Corridors,Stable
cell_12.987_77.591,903,0,Junction Choke Points,Stable
cell_12.987_77.592,-1,0,Junction Choke Points,Stable
cell_12.987_77.594,896,0,Junction Choke Points,Stable
cell_12.987_77.595,896,0,Junction Choke Points,Stable
cell_12.987_77.598,-1,2,Commercial Arteries,Stable
cell_12.987_77.599,-1,2,Commercial Arteries,Stable
cell_12.987_77.602,966,2,Commercial Arteries,Stable
cell_12.987_77.604,1103,2,Commercial Arteries,Stable
cell_12.987_77.605,1222,4,Freight Obstruction Corridors,Stable
cell_12.987_77.608,962,4,Freight Obstruction Corridors,Stable
cell_12.987_77.609,962,4,Freight Obstruction Corridors,Stable
cell_12.987_77.613,-1,1,Night Spillovers,Stable
cell_12.987_77.619,793,1,Night Spillovers,Stable
cell_12.987_77.62,793,1,Night Spillovers,Declining
cell_12.987_77.645,535,1,Night Spillovers,Stable
cell_12.987_77.648,535,1,Night Spillovers,Stable
cell_12.987_77.649,535,5,Mixed Risk Zone,Stable
cell_12.987_77.664,-1,1,Night Spillovers,Stable
cell_12.987_77.69,185,4,Freight Obstruction Corridors,Stable
cell_12.987_77.709,264,1,Night Spillovers,Stable
cell_12.987_77.71,-1,1,Night Spillovers,Stable
cell_12.987_77.733,194,1,Night Spillovers,Stable
cell_12.987_77.734,194,1,Night Spillovers,Stable
cell_12.987_77.735,225,1,Night Spillovers,Stable
cell_12.987_77.736,203,1,Night Spillovers,Declining
cell_12.988_77.473,99,1,Night Spillovers,Stable
cell_12.988_77.474,99,4,Freight Obstruction Corridors,Stable
cell_12.988_77.475,99,1,Night Spillovers,Stable
cell_12.988_77.493,-1,1,Night Spillovers,Stable
cell_12.988_77.494,-1,5,Mixed Risk Zone,Stable
cell_12.988_77.509,-1,4,Freight Obstruction Corridors,Stable
cell_12.988_77.51,-1,4,Freight Obstruction Corridors,Stable
cell_12.988_77.516,-1,0,Junction Choke Points,Stable
cell_12.988_77.519,287,1,Night Spillovers,Stable
cell_12.988_77.52,284,1,Night Spillovers,Stable
cell_12.988_77.521,284,1,Night Spillovers,Stable
cell_12.988_77.536,-1,5,Mixed Risk Zone,Stable
cell_12.988_77.537,1058,0,Junction Choke Points,Stable
cell_12.988_77.538,1058,2,Commercial Arteries,Stable
cell_12.988_77.539,1058,0,Junction Choke Points,Stable
cell_12.988_77.548,-1,0,Junction Choke Points,Stable
cell_12.988_77.549,-1,0,Junction Choke Points,Stable
cell_12.988_77.55,1442,0,Junction Choke Points,Stable
cell_12.988_77.551,-1,0,Junction Choke Points,Growing
cell_12.988_77.552,1374,0,Junction Choke Points,Growing
cell_12.988_77.553,-1,0,Junction Choke Points,Stable
cell_12.988_77.554,-1,0,Junction Choke Points,Growing
cell_12.988_77.555,1396,0,Junction Choke Points,Emerging
cell_12.988_77.556,-1,0,Junction Choke Points,Stable
cell_12.988_77.558,-1,0,Junction Choke Points,Stable
cell_12.988_77.56,1181,0,Junction Choke Points,Stable
cell_12.988_77.568,716,1,Night Spillovers,Stable
cell_12.988_77.572,1146,1,Night Spillovers,Growing
cell_12.988_77.573,1146,1,Night Spillovers,Stable
cell_12.988_77.574,1036,4,Freight Obstruction Corridors,Growing
cell_12.988_77.575,-1,0,Junction Choke Points,Stable
cell_12.988_77.576,-1,0,Junction Choke Points,Stable
cell_12.988_77.577,1184,0,Junction Choke Points,Emerging
cell_12.988_77.578,-1,0,Junction Choke Points,Stable
cell_12.988_77.579,1118,0,Junction Choke Points,Stable
cell_12.988_77.58,1119,0,Junction Choke Points,Stable
cell_12.988_77.581,1119,0,Junction Choke Points,Stable
cell_12.988_77.583,746,0,Junction Choke Points,Stable
cell_12.988_77.589,-1,0,Junction Choke Points,Stable
cell_12.988_77.591,903,0,Junction Choke Points,Emerging
cell_12.988_77.592,903,0,Junction Choke Points,Emerging
cell_12.988_77.594,903,1,Night Spillovers,Stable
cell_12.988_77.595,896,0,Junction Choke Points,Stable
cell_12.988_77.596,-1,0,Junction Choke Points,Stable
cell_12.988_77.599,1015,2,Commercial Arteries,Stable
cell_12.988_77.602,966,2,Commercial Arteries,Stable
cell_12.988_77.603,-1,2,Commercial Arteries,Stable
cell_12.988_77.604,1103,2,Commercial Arteries,Stable
cell_12.988_77.609,963,1,Night Spillovers,Stable
cell_12.988_77.61,-1,1,Night Spillovers,Stable
cell_12.988_77.613,-1,1,Night Spillovers,Stable
cell_12.988_77.617,792,1,Night Spillovers,Declining
cell_12.988_77.618,792,1,Night Spillovers,Stable
cell_12.988_77.619,-1,1,Night Spillovers,Stable
cell_12.988_77.664,-1,1,Night Spillovers,Stable
cell_12.988_77.687,-1,4,Freight Obstruction Corridors,Stable
cell_12.988_77.707,-1,1,Night Spillovers,Stable
cell_12.988_77.708,-1,1,Night Spillovers,Stable
cell_12.988_77.709,264,1,Night Spillovers,Stable
cell_12.988_77.71,264,5,Mixed Risk Zone,Stable
cell_12.988_77.711,264,5,Mixed Risk Zone,Stable
cell_12.988_77.729,-1,1,Night Spillovers,Stable
cell_12.988_77.73,-1,4,Freight Obstruction Corridors,Stable
cell_12.988_77.731,-1,1,Night Spillovers,Stable
cell_12.988_77.732,-1,1,Night Spillovers,Stable
cell_12.988_77.734,245,0,Junction Choke Points,Growing
cell_12.988_77.735,226,1,Night Spillovers,Growing
cell_12.988_77.736,203,1,Night Spillovers,Stable
cell_12.988_77.754,176,4,Freight Obstruction Corridors,Stable
cell_12.989_77.448,-1,1,Night Spillovers,Stable
cell_12.989_77.449,-1,1,Night Spillovers,Stable
cell_12.989_77.472,99,1,Night Spillovers,Stable
cell_12.989_77.473,99,1,Night Spillovers,Stable
cell_12.989_77.499,-1,1,Night Spillovers,Stable
cell_12.989_77.5,102,1,Night Spillovers,Stable
cell_12.989_77.501,102,1,Night Spillovers,Stable
cell_12.989_77.506,-1,1,Night Spillovers,Stable
cell_12.989_77.507,101,1,Night Spillovers,Stable
cell_12.989_77.508,101,1,Night Spillovers,Declining
cell_12.989_77.538,1058,2,Commercial Arteries,Growing
cell_12.989_77.546,-1,0,Junction Choke Points,Stable
cell_12.989_77.547,-1,0,Junction Choke Points,Stable
cell_12.989_77.548,-1,0,Junction Choke Points,Stable
cell_12.989_77.55,1428,0,Junction Choke Points,Stable
cell_12.989_77.551,1428,0,Junction Choke Points,Stable
cell_12.989_77.552,1344,0,Junction Choke Points,Emerging
cell_12.989_77.553,1344,0,Junction Choke Points,Stable
cell_12.989_77.554,1344,0,Junction Choke Points,Stable
cell_12.989_77.556,1379,0,Junction Choke Points,Emerging
cell_12.989_77.559,1177,0,Junction Choke Points,Stable
cell_12.989_77.572,1146,1,Night Spillovers,Declining
cell_12.989_77.573,1220,1,Night Spillovers,Declining
cell_12.989_77.574,-1,1,Night Spillovers,Stable
cell_12.989_77.575,-1,1,Night Spillovers,Declining
cell_12.989_77.576,-1,0,Junction Choke Points,Stable
cell_12.989_77.578,-1,0,Junction Choke Points,Stable
cell_12.989_77.579,-1,0,Junction Choke Points,Stable
cell_12.989_77.58,-1,0,Junction Choke Points,Stable
cell_12.989_77.582,746,0,Junction Choke Points,Stable
cell_12.989_77.589,-1,0,Junction Choke Points,Stable
cell_12.989_77.592,903,0,Junction Choke Points,Emerging
cell_12.989_77.593,903,0,Junction Choke Points,Growing
cell_12.989_77.594,903,1,Night Spillovers,Stable
cell_12.989_77.598,1015,0,Junction Choke Points,Stable
cell_12.989_77.599,1095,2,Commercial Arteries,Emerging
cell_12.989_77.602,968,2,Commercial Arteries,Emerging
cell_12.989_77.603,968,2,Commercial Arteries,Stable
cell_12.989_77.604,-1,5,Mixed Risk Zone,Stable
cell_12.989_77.609,963,1,Night Spillovers,Stable
cell_12.989_77.61,-1,4,Freight Obstruction Corridors,Stable
cell_12.989_77.613,-1,1,Night Spillovers,Stable
cell_12.989_77.616,-1,1,Night Spillovers,Stable
cell_12.989_77.617,792,1,Night Spillovers,Stable
cell_12.989_77.618,792,1,Night Spillovers,Stable
cell_12.989_77.689,186,1,Night Spillovers,Stable
cell_12.989_77.71,264,1,Night Spillovers,Stable
cell_12.989_77.711,265,0,Junction Choke Points,Stable
cell_12.989_77.712,265,1,Night Spillovers,Stable
cell_12.989_77.713,265,1,Night Spillovers,Stable
cell_12.989_77.728,-1,1,Night Spillovers,Stable
cell_12.989_77.729,-1,1,Night Spillovers,Stable
cell_12.989_77.733,-1,1,Night Spillovers,Stable
cell_12.989_77.749,-1,1,Night Spillovers,Stable
cell_12.98_77.51,311,1,Night Spillovers,Stable
cell_12.98_77.511,311,1,Night Spillovers,Growing
