spatial_cell,organic_cluster_id,archetype_id,archetype_name,lifecycle_state
cell_12.927_77.581,838,0,Junction Choke Points,Emerging
cell_12.927_77.583,-1,0,Junction Choke Points,Stable
cell_12.927_77.584,-1,0,Junction Choke Points,Stable
cell_12.927_77.585,-1,0,Junction Choke Points,Stable
cell_12.927_77.586,797,0,Junction Choke Points,Emerging
cell_12.927_77.587,-1,0,Junction Choke Points,Stable
cell_12.927_77.591,408,4,Freight Obstruction Corridors,Stable
cell_12.927_77.594,-1,1,Night Spillovers,Stable
cell_12.927_77.597,415,0,Junction Choke Points,Emerging
cell_12.927_77.609,529,0,Junction Choke Points,Stable
cell_12.927_77.616,-1,0,Junction Choke Points,Stable
cell_12.927_77.617,-1,4,Freight Obstruction Corridors,Stable
cell_12.927_77.62,-1,1,Night Spillovers,Stable
cell_12.927_77.621,592,1,Night Spillovers,Declining
cell_12.927_77.622,592,5,Mixed Risk Zone,Stable
cell_12.927_77.633,-1,1,Night Spillovers,Stable
cell_12.927_77.67,-1,1,Night Spillovers,Stable
cell_12.927_77.671,-1,1,Night Spillovers,Stable
cell_12.927_77.676,278,1,Night Spillovers,Stable
cell_12.927_77.677,278,1,Night Spillovers,Stable
cell_12.927_77.678,376,4,Freight Obstruction Corridors,Stable
cell_12.927_77.679,624,0,Junction Choke Points,Emerging
cell_12.927_77.68,623,0,Junction Choke Points,Emerging
cell_12.927_77.681,623,1,Night Spillovers,Stable
cell_12.927_77.695,358,0,Junction Choke Points,Growing
cell_12.928_77.511,-1,1,Night Spillovers,Stable
cell_12.928_77.546,-1,0,Junction Choke Points,Stable
cell_12.928_77.551,321,0,Junction Choke Points,Growing
cell_12.928_77.58,-1,0,Junction Choke Points,Stable
cell_12.928_77.581,912,0,Junction Choke Points,Emerging
cell_12.928_77.582,-1,0,Junction Choke Points,Stable
cell_12.928_77.583,-1,0,Junction Choke Points,Stable
cell_12.928_77.584,-1,0,Junction Choke Points,Stable
cell_12.928_77.585,-1,0,Junction Choke Points,Stable
cell_12.928_77.586,797,0,Junction Choke Points,Stable
cell_12.928_77.588,-1,5,Mixed Risk Zone,Stable
cell_12.928_77.591,408,1,Night Spillovers,Stable
cell_12.928_77.593,408,1,Night Spillovers,Stable
cell_12.928_77.597,415,0,Junction Choke Points,Stable
cell_12.928_77.6,415,0,Junction Choke Points,Stable
cell_12.928_77.609,530,1,Night Spillovers,Stable
cell_12.928_77.616,-1,0,Junction Choke Points,Stable
cell_12.928_77.619,-1,0,Junction Choke Points,Stable
cell_12.928_77.62,-1,1,Night Spillovers,Stable
cell_12.928_77.621,592,5,Mixed Risk Zone,Stable
cell_12.928_77.633,-1,1,Night Spillovers,Growing
cell_12.928_77.677,-1,1,Night Spillovers,Stable
cell_12.928_77.678,-1,4,Freight Obstruction Corridors,Stable
cell_12.928_77.679,-1,0,Junction Choke Points,Growing
cell_12.928_77.68,478,0,Junction Choke Points,Stable
cell_12.928_77.681,623,0,Junction Choke Points,Emerging
cell_12.928_77.682,366,2,Commercial Arteries,Stable
cell_12.928_77.695,358,0,Junction Choke Points,Stable
cell_12.929_77.549,321,0,Junction Choke Points,Stable
cell_12.929_77.566,320,1,Night Spillovers,Stable
cell_12.929_77.568,320,1,Night Spillovers,Stable
cell_12.929_77.573,-1,0,Junction Choke Points,Stable
cell_12.929_77.58,-1,0,Junction Choke Points,Stable
cell_12.929_77.581,855,0,Junction Choke Points,Emerging
cell_12.929_77.582,804,0,Junction Choke Points,Growing
cell_12.929_77.583,803,0,Junction Choke Points,Stable
cell_12.929_77.584,785,0,Junction Choke Points,Stable
cell_12.929_77.585,796,0,Junction Choke Points,Stable
cell_12.929_77.586,796,0,Junction Choke Points,Stable
cell_12.929_77.587,-1,0,Junction Choke Points,Stable
cell_12.929_77.591,408,5,Mixed Risk Zone,Stable
cell_12.929_77.592,408,1,Night Spillovers,Stable
cell_12.929_77.593,408,1,Night Spillovers,Stable
cell_12.929_77.597,415,0,Junction Choke Points,Stable
cell_12.929_77.6,-1,0,Junction Choke Points,Stable
cell_12.929_77.609,523,1,Night Spillovers,Stable
cell_12.929_77.615,-1,1,Night Spillovers,Stable
cell_12.929_77.617,-1,0,Junction Choke Points,Stable
cell_12.929_77.618,-1,0,Junction Choke Points,Stable
cell_12.929_77.632,-1,1,Night Spillovers,Stable
cell_12.929_77.633,-1,1,Night Spillovers,Stable
cell_12.929_77.676,-1,5,Mixed Risk Zone,Stable
cell_12.929_77.679,-1,1,Night Spillovers,Stable
cell_12.929_77.68,-1,0,Junction Choke Points,Stable
cell_12.929_77.681,-1,2,Commercial Arteries,Stable
cell_12.929_77.682,-1,2,Commercial Arteries,Stable
cell_12.929_77.683,-1,2,Commercial Arteries,Growing
cell_12.929_77.684,517,2,Commercial Arteries,Stable
cell_12.929_77.685,517,2,Commercial Arteries,Stable
cell_12.929_77.694,-1,1,Night Spillovers,Stable
cell_12.929_77.695,-1,2,Commercial Arteries,Emerging
cell_12.92_77.514,-1,1,Night Spillovers,Stable
cell_12.92_77.541,173,5,Mixed Risk Zone,Stable
cell_12.92_77.547,173,1,Night Spillovers,Stable
cell_12.92_77.574,-1,4,Freight Obstruction Corridors,Stable
cell_12.92_77.577,-1,0,Junction Choke Points,Stable
cell_12.92_77.578,-1,0,Junction Choke Points,Stable
cell_12.92_77.58,655,0,Junction Choke Points,Stable
cell_12.92_77.581,655,0,Junction Choke Points,Stable
cell_12.92_77.582,655,0,Junction Choke Points,Stable
cell_12.92_77.583,680,0,Junction Choke Points,Stable
cell_12.92_77.584,680,0,Junction Choke Points,Emerging
cell_12.92_77.585,680,0,Junction Choke Points,Stable
cell_12.92_77.593,-1,0,Junction Choke Points,Stable
cell_12.92_77.597,430,0,Junction Choke Points,Stable
cell_12.92_77.6,441,0,Junction Choke Points,Stable
cell_12.92_77.601,441,0,Junction Choke Points,Stable
cell_12.92_77.61,503,0,Junction Choke Points,Emerging
cell_12.92_77.611,503,0,Junction Choke Points,Stable
cell_12.92_77.613,-1,0,Junction Choke Points,Stable
cell_12.92_77.62,582,0,Junction Choke Points,Stable
cell_12.92_77.621,582,0,Junction Choke Points,Emerging
cell_12.92_77.622,582,0,Junction Choke Points,Stable
cell_12.92_77.638,-1,4,Freight Obstruction Corridors,Stable
cell_12.92_77.644,-1,1,Night Spillovers,Stable
cell_12.92_77.645,417,1,Night Spillovers,Declining
cell_12.92_77.665,-1,4,Freight Obstruction Corridors,Stable
cell_12.92_77.666,-1,1,Night Spillovers,Stable
cell_12.92_77.667,-1,5,Mixed Risk Zone,Stable
cell_12.92_77.668,-1,1,Night Spillovers,Stable
cell_12.92_77.685,-1,1,Night Spillovers,Stable
cell_12.931_77.515,723,1,Night Spillovers,Stable
cell_12.931_77.544,-1,1,Night Spillovers,Stable
cell_12.931_77.575,-1,0,Junction Choke Points,Stable
cell_12.931_77.58,-1,0,Junction Choke Points,Emerging
cell_12.931_77.581,-1,0,Junction Choke Points,Stable
cell_12.931_77.583,798,0,Junction Choke Points,Growing
cell_12.931_77.584,809,0,Junction Choke Points,Emerging
cell_12.931_77.585,-1,0,Junction Choke Points,Stable
cell_12.931_77.586,717,0,Junction Choke Points,Emerging
cell_12.931_77.593,407,1,Night Spillovers,Stable
cell_12.931_77.601,-1,0,Junction Choke Points,Stable
cell_12.931_77.603,-1,0,Junction Choke Points,Stable
cell_12.931_77.604,-1,0,Junction Choke Points,Stable
cell_12.931_77.605,-1,1,Night Spillovers,Declining
cell_12.931_77.606,553,4,Freight Obstruction Corridors,Stable
cell_12.931_77.607,554,0,Junction Choke Points,Stable
cell_12.931_77.608,-1,0,Junction Choke Points,Stable
cell_12.931_77.609,-1,0,Junction Choke Points,Stable
cell_12.931_77.61,-1,0,Junction Choke Points,Emerging
cell_12.931_77.611,-1,0,Junction Choke Points,Stable
cell_12.931_77.614,-1,0,Junction Choke Points,Stable
cell_12.931_77.623,596,1,Night Spillovers,Stable
cell_12.931_77.624,596,1,Night Spillovers,Stable
cell_12.931_77.625,-1,1,Night Spillovers,Stable
cell_12.931_77.633,663,1,Night Spillovers,Growing
cell_12.931_77.634,-1,1,Night Spillovers,Stable
cell_12.931_77.679,-1,1,Night Spillovers,Stable
cell_12.931_77.683,-1,2,Commercial Arteries,Stable
cell_12.931_77.685,-1,2,Commercial Arteries,Stable
cell_12.931_77.686,836,2,Commercial Arteries,Stable
cell_12.931_77.687,-1,2,Commercial Arteries,Stable
cell_12.931_77.688,-1,2,Commercial Arteries,Stable
cell_12.931_77.693,427,2,Commercial Arteries,Stable
cell_12.931_77.694,-1,2,Commercial Arteries,Stable
cell_12.931_77.695,347,2,Commercial Arteries,Emerging
cell_12.932_77.506,-1,1,Night Spillovers,Stable
cell_12.932_77.515,723,1,Night Spillovers,Stable
cell_12.932_77.516,723,1,Night Spillovers,Stable
cell_12.932_77.517,723,1,Night Spillovers,Stable
cell_12.932_77.545,-1,0,Junction Choke Points,Stable
cell_12.932_77.58,-1,0,Junction Choke Points,Stable
cell_12.932_77.582,-1,0,Junction Choke Points,Stable
cell_12.932_77.583,-1,0,Junction Choke Points,Stable
cell_12.932_77.584,809,0,Junction Choke Points,Emerging
cell_12.932_77.586,717,0,Junction Choke Points,Stable
cell_12.932_77.592,407,1,Night Spillovers,Stable
cell_12.932_77.593,407,1,Night Spillovers,Stable
cell_12.932_77.609,-1,0,Junction Choke Points,Stable
cell_12.932_77.61,-1,0,Junction Choke Points,Growing
cell_12.932_77.613,629,0,Junction Choke Points,Stable
cell_12.932_77.614,629,0,Junction Choke Points,Stable
cell_12.932_77.623,596,1,Night Spillovers,Stable
cell_12.932_77.632,664,1,Night Spillovers,Stable
cell_12.932_77.633,664,1,Night Spillovers,Stable
cell_12.932_77.634,-1,4,Freight Obstruction Corridors,Stable
cell_12.932_77.635,-1,1,Night Spillovers,Stable
cell_12.932_77.683,-1,2,Commercial Arteries,Stable
cell_12.932_77.684,-1,2,Commercial Arteries,Growing
cell_12.932_77.685,485,2,Commercial Arteries,Growing
cell_12.932_77.686,558,2,Commercial Arteries,Stable
cell_12.932_77.687,-1,2,Commercial Arteries,Emerging
cell_12.932_77.688,696,2,Commercial Arteries,Stable
cell_12.932_77.689,-1,2,Commercial Arteries,Stable
cell_12.932_77.691,904,2,Commercial Arteries,Emerging
cell_12.932_77.692,706,2,Commercial Arteries,Emerging
cell_12.932_77.693,427,2,Commercial Arteries,Stable
cell_12.932_77.695,-1,2,Commercial Arteries,Stable
cell_12.932_77.696,348,2,Commercial Arteries,Emerging
cell_12.932_77.697,348,2,Commercial Arteries,Stable
cell_12.933_77.488,58,0,Junction Choke Points,Stable
cell_12.933_77.489,58,1,Night Spillovers,Stable
cell_12.933_77.516,723,1,Night Spillovers,Stable
cell_12.933_77.517,723,1,Night Spillovers,Stable
cell_12.933_77.541,-1,1,Night Spillovers,Stable
cell_12.933_77.555,-1,4,Freight Obstruction Corridors,Stable
cell_12.933_77.557,-1,1,Night Spillovers,Stable
cell_12.933_77.58,-1,0,Junction Choke Points,Stable
cell_12.933_77.583,799,0,Junction Choke Points,Stable
cell_12.933_77.584,799,0,Junction Choke Points,Emerging
cell_12.933_77.585,717,0,Junction Choke Points,Stable
cell_12.933_77.586,717,0,Junction Choke Points,Growing
cell_12.933_77.587,-1,0,Junction Choke Points,Stable
cell_12.933_77.601,-1,0,Junction Choke Points,Stable
cell_12.933_77.607,-1,0,Junction Choke Points,Stable
cell_12.933_77.61,-1,0,Junction Choke Points,Stable
cell_12.933_77.613,632,0,Junction Choke Points,Emerging
cell_12.933_77.614,-1,0,Junction Choke Points,Stable
cell_12.933_77.615,639,0,Junction Choke Points,Stable
cell_12.933_77.622,-1,1,Night Spillovers,Stable
cell_12.933_77.623,597,1,Night Spillovers,Stable
cell_12.933_77.624,-1,1,Night Spillovers,Stable
cell_12.933_77.631,664,1,Night Spillovers,Stable
cell_12.933_77.632,664,4,Freight Obstruction Corridors,Declining
cell_12.933_77.682,-1,5,Mixed Risk Zone,Stable
cell_12.933_77.688,713,2,Commercial Arteries,Stable
cell_12.933_77.689,713,2,Commercial Arteries,Stable
cell_12.933_77.69,-1,2,Commercial Arteries,Stable
cell_12.933_77.691,-1,3,Weekend Event Zones,Stable
cell_12.933_77.692,-1,2,Commercial Arteries,Stable
cell_12.933_77.695,-1,1,Night Spillovers,Stable
cell_12.933_77.696,-1,2,Commercial Arteries,Stable
cell_12.933_77.697,-1,2,Commercial Arteries,Stable
cell_12.934_77.517,-1,1,Night Spillovers,Stable
cell_12.934_77.538,371,4,Freight Obstruction Corridors,Stable
cell_12.934_77.559,-1,4,Freight Obstruction Corridors,Stable
cell_12.934_77.56,-1,4,Freight Obstruction Corridors,Stable
cell_12.934_77.562,-1,4,Freight Obstruction Corridors,Stable
cell_12.934_77.563,-1,4,Freight Obstruction Corridors,Stable
cell_12.934_77.583,-1,0,Junction Choke Points,Stable
cell_12.934_77.584,-1,4,Freight Obstruction Corridors,Stable
cell_12.934_77.587,-1,0,Junction Choke Points,Stable
cell_12.934_77.601,-1,0,Junction Choke Points,Stable
cell_12.934_77.602,-1,5,Mixed Risk Zone,Stable
cell_12.934_77.612,692,0,Junction Choke Points,Stable
cell_12.934_77.613,692,0,Junction Choke Points,Stable
cell_12.934_77.615,-1,0,Junction Choke Points,Stable
cell_12.934_77.616,802,0,Junction Choke Points,Stable
cell_12.934_77.617,-1,0,Junction Choke Points,Emerging
cell_12.934_77.618,-1,1,Night Spillovers,Stable
cell_12.934_77.619,-1,1,Night Spillovers,Stable
cell_12.934_77.62,-1,1,Night Spillovers,Stable
cell_12.934_77.621,-1,1,Night Spillovers,Stable
cell_12.934_77.623,597,1,Night Spillovers,Stable
cell_12.934_77.627,-1,5,Mixed Risk Zone,Stable
cell_12.934_77.629,-1,1,Night Spillovers,Stable
cell_12.934_77.63,649,1,Night Spillovers,Stable
cell_12.934_77.631,649,1,Night Spillovers,Stable
cell_12.934_77.689,661,2,Commercial Arteries,Stable
cell_12.934_77.69,628,2,Commercial Arteries,Emerging
cell_12.934_77.691,-1,3,Weekend Event Zones,Stable
cell_12.934_77.692,-1,4,Freight Obstruction Corridors,Stable
cell_12.934_77.697,-1,2,Commercial Arteries,Stable
cell_12.934_77.743,-1,1,Night Spillovers,Stable
cell_12.935_77.492,58,1,Night Spillovers,Stable
cell_12.935_77.511,-1,1,Night Spillovers,Stable
cell_12.935_77.512,-1,1,Night Spillovers,Stable
cell_12.935_77.513,-1,1,Night Spillovers,Stable
cell_12.935_77.518,839,1,Night Spillovers,Declining
cell_12.935_77.536,371,4,Freight Obstruction Corridors,Stable
cell_12.935_77.537,371,4,Freight Obstruction Corridors,Stable
cell_12.935_77.538,371,1,Night Spillovers,Stable
cell_12.935_77.56,-1,1,Night Spillovers,Stable
cell_12.935_77.581,-1,0,Junction Choke Points,Stable
cell_12.935_77.593,317,5,Mixed Risk Zone,Stable
cell_12.935_77.605,-1,0,Junction Choke Points,Stable
cell_12.935_77.606,-1,0,Junction Choke Points,Stable
cell_12.935_77.608,542,4,Freight Obstruction Corridors,Stable
cell_12.935_77.609,543,0,Junction Choke Points,Growing
cell_12.935_77.61,-1,0,Junction Choke Points,Stable
cell_12.935_77.612,692,0,Junction Choke Points,Stable
cell_12.935_77.613,700,0,Junction Choke Points,Stable
cell_12.935_77.614,700,0,Junction Choke Points,Stable
cell_12.935_77.615,-1,0,Junction Choke Points,Growing
cell_12.935_77.616,827,0,Junction Choke Points,Stable
cell_12.935_77.617,-1,0,Junction Choke Points,Stable
cell_12.935_77.622,597,1,Night Spillovers,Stable
cell_12.935_77.623,597,1,Night Spillovers,Stable
cell_12.935_77.624,597,1,Night Spillovers,Stable
cell_12.935_77.625,-1,5,Mixed Risk Zone,Stable
cell_12.935_77.629,-1,1,Night Spillovers,Stable
cell_12.935_77.63,-1,4,Freight Obstruction Corridors,Stable
cell_12.935_77.689,-1,2,Commercial Arteries,Stable
cell_12.935_77.69,941,2,Commercial Arteries,Growing
cell_12.935_77.691,-1,2,Commercial Arteries,Stable
cell_12.935_77.692,-1,2,Commercial Arteries,Growing
cell_12.935_77.693,350,2,Commercial Arteries,Stable
cell_12.935_77.697,-1,2,Commercial Arteries,Stable
cell_12.935_77.744,-1,1,Night Spillovers,Stable
cell_12.936_77.492,58,1,Night Spillovers,Stable
cell_12.936_77.512,-1,0,Junction Choke Points,Stable
cell_12.936_77.513,-1,1,Night Spillovers,Stable
cell_12.936_77.514,-1,1,Night Spillovers,Stable
cell_12.936_77.515,-1,1,Night Spillovers,Stable
cell_12.936_77.516,-1,1,Night Spillovers,Stable
cell_12.936_77.517,-1,1,Night Spillovers,Stable
cell_12.936_77.518,840,0,Junction Choke Points,Stable
cell_12.936_77.519,-1,1,Night Spillovers,Stable
cell_12.936_77.52,-1,1,Night Spillovers,Stable
cell_12.936_77.532,612,1,Night Spillovers,Stable
cell_12.936_77.533,612,1,Night Spillovers,Stable
cell_12.936_77.536,371,1,Night Spillovers,Stable
cell_12.936_77.561,-1,1,Night Spillovers,Stable
cell_12.936_77.562,-1,1,Night Spillovers,Stable
cell_12.936_77.581,-1,0,Junction Choke Points,Stable
cell_12.936_77.584,898,0,Junction Choke Points,Stable
cell_12.936_77.585,-1,5,Mixed Risk Zone,Stable
cell_12.936_77.593,317,1,Night Spillovers,Stable
cell_12.936_77.601,-1,0,Junction Choke Points,Growing
cell_12.936_77.602,595,0,Junction Choke Points,Stable
cell_12.936_77.605,590,0,Junction Choke Points,Stable
cell_12.936_77.606,591,0,Junction Choke Points,Emerging
cell_12.936_77.607,-1,0,Junction Choke Points,Stable
cell_12.936_77.608,543,0,Junction Choke Points,Stable
cell_12.936_77.609,543,0,Junction Choke Points,Stable
cell_12.936_77.611,690,0,Junction Choke Points,Stable
cell_12.936_77.612,690,0,Junction Choke Points,Stable
cell_12.936_77.614,-1,0,Junction Choke Points,Stable
cell_12.936_77.615,851,0,Junction Choke Points,Stable
cell_12.936_77.616,852,0,Junction Choke Points,Stable
cell_12.936_77.617,770,0,Junction Choke Points,Growing
cell_12.936_77.618,-1,1,Night Spillovers,Stable
cell_12.936_77.621,-1,1,Night Spillovers,Stable
cell_12.936_77.622,-1,1,Night Spillovers,Stable
cell_12.936_77.625,-1,4,Freight Obstruction Corridors,Stable
cell_12.936_77.628,-1,1,Night Spillovers,Stable
cell_12.936_77.629,-1,1,Night Spillovers,Stable
cell_12.936_77.69,-1,2,Commercial Arteries,Stable
cell_12.936_77.691,350,2,Commercial Arteries,Emerging
cell_12.936_77.692,350,2,Commercial Arteries,Emerging
cell_12.936_77.693,350,2,Commercial Arteries,Emerging
cell_12.936_77.694,-1,2,Commercial Arteries,Stable
cell_12.936_77.697,-1,2,Commercial Arteries,Stable
cell_12.936_77.704,353,5,Mixed Risk Zone,Declining
cell_12.936_77.705,-1,2,Commercial Arteries,Stable
cell_12.936_77.706,-1,2,Commercial Arteries,Stable
cell_12.936_77.707,-1,2,Commercial Arteries,Stable
cell_12.936_77.749,-1,1,Night Spillovers,Stable
cell_12.937_77.492,58,1,Night Spillovers,Stable
cell_12.937_77.493,58,1,Night Spillovers,Declining
cell_12.937_77.516,-1,1,Night Spillovers,Stable
cell_12.937_77.517,-1,0,Junction Choke Points,Stable
cell_12.937_77.518,-1,1,Night Spillovers,Stable
cell_12.937_77.519,-1,5,Mixed Risk Zone,Stable
cell_12.937_77.52,-1,1,Night Spillovers,Stable
cell_12.937_77.521,-1,4,Freight Obstruction Corridors,Stable
cell_12.937_77.531,612,4,Freight Obstruction Corridors,Stable
cell_12.937_77.532,612,1,Night Spillovers,Stable
cell_12.937_77.533,612,1,Night Spillovers,Stable
cell_12.937_77.558,625,1,Night Spillovers,Stable
cell_12.937_77.559,625,0,Junction Choke Points,Stable
cell_12.937_77.563,-1,1,Night Spillovers,Stable
cell_12.937_77.569,-1,1,Night Spillovers,Stable
cell_12.937_77.573,-1,0,Junction Choke Points,Stable
cell_12.937_77.575,-1,5,Mixed Risk Zone,Stable
cell_12.937_77.576,-1,5,Mixed Risk Zone,Stable
cell_12.937_77.577,585,0,Junction Choke Points,Emerging
cell_12.937_77.578,-1,0,Junction Choke Points,Stable
cell_12.937_77.579,-1,0,Junction Choke Points,Stable
cell_12.937_77.58,565,0,Junction Choke Points,Stable
cell_12.937_77.581,-1,5,Mixed Risk Zone,Stable
cell_12.937_77.583,-1,4,Freight Obstruction Corridors,Stable
cell_12.937_77.584,898,0,Junction Choke Points,Stable
cell_12.937_77.585,899,0,Junction Choke Points,Stable
cell_12.937_77.592,317,1,Night Spillovers,Stable
cell_12.937_77.599,491,0,Junction Choke Points,Stable
cell_12.937_77.601,-1,0,Junction Choke Points,Growing
cell_12.937_77.602,-1,0,Junction Choke Points,Emerging
cell_12.937_77.603,-1,5,Mixed Risk Zone,Stable
cell_12.937_77.604,-1,4,Freight Obstruction Corridors,Stable
cell_12.937_77.605,-1,0,Junction Choke Points,Emerging
cell_12.937_77.606,-1,0,Junction Choke Points,Stable
cell_12.937_77.607,-1,0,Junction Choke Points,Stable
cell_12.937_77.608,-1,0,Junction Choke Points,Stable
cell_12.937_77.611,619,0,Junction Choke Points,Growing
cell_12.937_77.617,-1,1,Night Spillovers,Stable
cell_12.937_77.618,-1,1,Night Spillovers,Stable
cell_12.937_77.619,-1,1,Night Spillovers,Stable
cell_12.937_77.62,597,1,Night Spillovers,Stable
cell_12.937_77.621,597,1,Night Spillovers,Stable
cell_12.937_77.627,571,5,Mixed Risk Zone,Declining
cell_12.937_77.633,-1,1,Night Spillovers,Stable
cell_12.937_77.691,-1,2,Commercial Arteries,Stable
cell_12.937_77.692,350,2,Commercial Arteries,Emerging
cell_12.937_77.693,350,2,Commercial Arteries,Stable
cell_12.937_77.694,350,2,Commercial Arteries,Stable
cell_12.937_77.697,-1,2,Commercial Arteries,Stable
cell_12.937_77.698,364,2,Commercial Arteries,Stable
cell_12.937_77.699,-1,2,Commercial Arteries,Stable
cell_12.937_77.701,419,2,Commercial Arteries,Stable
cell_12.937_77.702,-1,2,Commercial Arteries,Growing
cell_12.937_77.703,359,2,Commercial Arteries,Stable
cell_12.937_77.704,353,2,Commercial Arteries,Stable
cell_12.937_77.705,-1,2,Commercial Arteries,Stable
cell_12.937_77.746,82,4,Freight Obstruction Corridors,Stable
cell_12.938_77.492,58,1,Night Spillovers,Stable
cell_12.938_77.493,58,1,Night Spillovers,Stable
cell_12.938_77.521,-1,1,Night Spillovers,Stable
cell_12.938_77.522,-1,1,Night Spillovers,Stable
cell_12.938_77.523,-1,1,Night Spillovers,Stable
cell_12.938_77.532,612,1,Night Spillovers,Stable
cell_12.938_77.533,612,4,Freight Obstruction Corridors,Growing
cell_12.938_77.534,612,4,Freight Obstruction Corridors,Declining
cell_12.938_77.55,315,5,Mixed Risk Zone,Stable
cell_12.938_77.554,625,1,Night Spillovers,Stable
cell_12.938_77.555,625,1,Night Spillovers,Stable
cell_12.938_77.556,625,1,Night Spillovers,Stable
cell_12.938_77.557,625,1,Night Spillovers,Stable
cell_12.938_77.558,625,1,Night Spillovers,Stable
cell_12.938_77.568,-1,1,Night Spillovers,Stable
cell_12.938_77.57,-1,0,Junction Choke Points,Stable
cell_12.938_77.571,-1,0,Junction Choke Points,Stable
cell_12.938_77.577,585,0,Junction Choke Points,Emerging
cell_12.938_77.579,565,0,Junction Choke Points,Stable
cell_12.938_77.58,565,0,Junction Choke Points,Stable
cell_12.938_77.584,887,0,Junction Choke Points,Stable
cell_12.938_77.585,899,1,Night Spillovers,Stable
cell_12.938_77.592,317,1,Night Spillovers,Stable
cell_12.938_77.593,317,1,Night Spillovers,Growing
cell_12.938_77.597,491,4,Freight Obstruction Corridors,Stable
cell_12.938_77.598,491,0,Junction Choke Points,Stable
cell_12.938_77.599,491,0,Junction Choke Points,Stable
cell_12.938_77.602,-1,0,Junction Choke Points,Stable
cell_12.938_77.604,-1,0,Junction Choke Points,Stable
cell_12.938_77.605,-1,0,Junction Choke Points,Stable
cell_12.938_77.61,-1,0,Junction Choke Points,Stable
cell_12.938_77.611,619,0,Junction Choke Points,Stable
cell_12.938_77.618,-1,4,Freight Obstruction Corridors,Stable
cell_12.938_77.619,-1,1,Night Spillovers,Stable
cell_12.938_77.621,-1,1,Night Spillovers,Stable
cell_12.938_77.622,-1,1,Night Spillovers,Stable
cell_12.938_77.626,570,1,Night Spillovers,Stable
cell_12.938_77.627,571,1,Night Spillovers,Stable
cell_12.938_77.628,-1,4,Freight Obstruction Corridors,Stable
cell_12.938_77.633,-1,1,Night Spillovers,Stable
cell_12.938_77.693,350,2,Commercial Arteries,Stable
cell_12.938_77.694,-1,2,Commercial Arteries,Stable
cell_12.938_77.697,464,2,Commercial Arteries,Stable
cell_12.938_77.698,475,2,Commercial Arteries,Emerging
cell_12.938_77.699,475,2,Commercial Arteries,Emerging
cell_12.938_77.7,418,2,Commercial Arteries,Stable
cell_12.938_77.701,419,2,Commercial Arteries,Stable
cell_12.938_77.702,-1,2,Commercial Arteries,Stable
cell_12.938_77.718,-1,1,Night Spillovers,Stable
cell_12.938_77.746,82,1,Night Spillovers,Stable
cell_12.938_77.747,82,1,Night Spillovers,Stable
cell_12.938_77.748,82,1,Night Spillovers,Stable
cell_12.939_77.493,58,1,Night Spillovers,Stable
cell_12.939_77.521,-1,4,Freight Obstruction Corridors,Stable
cell_12.939_77.522,-1,1,Night Spillovers,Stable
cell_12.939_77.523,790,1,Night Spillovers,Stable
cell_12.939_77.524,-1,1,Night Spillovers,Stable
cell_12.939_77.531,612,1,Night Spillovers,Stable
cell_12.939_77.533,612,1,Night Spillovers,Stable
cell_12.939_77.534,612,5,Mixed Risk Zone,Stable
cell_12.939_77.547,315,1,Night Spillovers,Stable
cell_12.939_77.548,315,4,Freight Obstruction Corridors,Stable
cell_12.939_77.553,625,1,Night Spillovers,Stable
cell_12.939_77.554,625,1,Night Spillovers,Stable
cell_12.939_77.572,-1,0,Junction Choke Points,Stable
cell_12.939_77.577,585,0,Junction Choke Points,Emerging
cell_12.939_77.578,572,0,Junction Choke Points,Stable
cell_12.939_77.579,572,0,Junction Choke Points,Stable
cell_12.939_77.58,565,0,Junction Choke Points,Growing
cell_12.939_77.584,887,0,Junction Choke Points,Stable
cell_12.939_77.585,891,1,Night Spillovers,Declining
cell_12.939_77.592,317,1,Night Spillovers,Stable
cell_12.939_77.593,317,1,Night Spillovers,Stable
cell_12.939_77.598,491,0,Junction Choke Points,Stable
cell_12.939_77.602,-1,1,Night Spillovers,Stable
cell_12.939_77.609,536,1,Night Spillovers,Stable
cell_12.939_77.61,536,1,Night Spillovers,Stable
cell_12.939_77.618,-1,4,Freight Obstruction Corridors,Stable
cell_12.939_77.619,607,4,Freight Obstruction Corridors,Stable
cell_12.939_77.62,607,4,Freight Obstruction Corridors,Stable
cell_12.939_77.626,570,1,Night Spillovers,Stable
cell_12.939_77.632,-1,4,Freight Obstruction Corridors,Stable
cell_12.939_77.633,-1,4,Freight Obstruction Corridors,Stable
cell_12.939_77.689,-1,1,Night Spillovers,Stable
cell_12.939_77.694,-1,2,Commercial Arteries,Stable
cell_12.939_77.695,-1,2,Commercial Arteries,Stable
cell_12.939_77.696,464,2,Commercial Arteries,Stable
cell_12.939_77.697,464,2,Commercial Arteries,Stable
cell_12.939_77.698,-1,2,Commercial Arteries,Growing
cell_12.939_77.717,-1,1,Night Spillovers,Stable
cell_12.939_77.718,-1,1,Night Spillovers,Stable
cell_12.939_77.72,-1,5,Mixed Risk Zone,Stable
cell_12.939_77.747,82,4,Freight Obstruction Corridors,Stable
cell_12.93_77.505,-1,5,Mixed Risk Zone,Stable
cell_12.93_77.515,723,1,Night Spillovers,Stable
cell_12.93_77.535,-1,4,Freight Obstruction Corridors,Stable
